	gene_human	entrez_id_human	gene_mouse	MGI	MP_HMD	MP_PhenoGeno	HP_genes_to_phenotype	MP_system_level	HP_system_level	MP_from_HP_system_level
7644	GTSF1L	149699	Gtsf1l	MGI:1915486		MP:0000218,MP:0005635		['MP:0005397', 'MP:0005376', 'MP:0005387']	['']	[['']]
7645	GUCA1A	2978	Guca1a	MGI:102770		MP:0004021,MP:0008515,MP:0005551,MP:0003729,MP:0004022,MP:0008450,MP:0001325,MP:0001327,MP:0008587,MP:0008446	HP:0007401,HP:0007401,HP:0031152,HP:0000006,HP:0007663,HP:0007663,HP:0007641,HP:0000613,HP:0000613,HP:0000613,HP:0030491,HP:0000662,HP:0000662,HP:0030615,HP:0030629,HP:0030631,HP:0011510,HP:0007703,HP:0007703,HP:0007814,HP:0007894,HP:0007924,HP:0007980,HP:0000512,HP:0000529,HP:0000505,HP:0000505,HP:0000505,HP:0000572,HP:0000533,HP:0000551,HP:0000551,HP:0000548	['MP:0003631', 'MP:0005391']	['HP:0000478', 'HP:0000707', 'HP:0000708']	[['MP:0005391'], ['MP:0003631'], ['MP:0005386']]
7646	GUCA1B	2979	Guca1b	MGI:1194489		MP:0005551,MP:0004021	HP:0001249,HP:0001347,HP:0000035,HP:0000006,HP:0000135,HP:0007675,HP:0005978,HP:0000639,HP:0000648,HP:0000618,HP:0000613,HP:0000608,HP:0000602,HP:0000662,HP:0030786,HP:0000842,HP:0008046,HP:0007703,HP:0007787,HP:0007737,HP:0001513,HP:0007843,HP:0007994,HP:0000407,HP:0000405,HP:0000510,HP:0000512,HP:0000505,HP:0000505,HP:0000501,HP:0000563,HP:0000546,HP:0000543	['MP:0005391']	['HP:0000598', 'HP:0001507', 'HP:0003117', 'HP:0000707', 'HP:0000708', 'HP:0000078', 'HP:0000478', 'HP:0000818', 'HP:0001626', 'HP:0001939']	[['MP:0005377'], ['MP:0005378'], ['MP:0005376'], ['MP:0003631'], ['MP:0005386'], ['MP:0005389'], ['MP:0005391'], ['MP:0005379'], ['MP:0005385'], ['MP:0005376']]
7647	GUCA2A	2980	Guca2a	MGI:102738		MP:0002339,MP:0008883,MP:0000702,MP:0004842		['MP:0005381', 'MP:0005387', 'MP:0005384', 'MP:0005379']	['']	[['']]
7648	GUCA2B	2981	Guca2b	MGI:1270851		MP:0002136,MP:0005633,MP:0009643,MP:0005556,MP:0006317,MP:0008864,MP:0005618,MP:0004216		['MP:0005385', 'MP:0005376', 'MP:0005381', 'MP:0005367']	['']	[['']]
7649	GUCD1	83606	Gucd1	MGI:1916028				['']	['']	[['']]
7650	GUCY1A1	2982	Gucy1a1	MGI:1926562		MP:0009548,MP:0000276,MP:0001330,MP:0005206,MP:0005253,MP:0010755,MP:0006303,MP:0006309,MP:0004007,MP:0005258,MP:0002842,MP:0009763,MP:0006144,MP:0001613	HP:0033505,HP:0001297,HP:0001269,HP:0002571,HP:0000007,HP:0002015,HP:0002140,HP:0002197,HP:0011834,HP:0011834,HP:0003593,HP:0100659,HP:0003623,HP:0000802,HP:0011463,HP:0000822,HP:0000822,HP:0030880,HP:0030880,HP:0000965,HP:0000965,HP:0030402,HP:0001873,HP:0001873	['MP:0005388', 'MP:0005369', 'MP:0005397', 'MP:0005391', 'MP:0005378', 'MP:0003631', 'MP:0005376', 'MP:0005385']	['HP:0000078', 'HP:0001574', 'HP:0000707', 'HP:0011024', 'HP:0001626', 'HP:0001871']	[['MP:0005389'], ['MP:0010771'], ['MP:0003631'], ['MP:0005381'], ['MP:0005385'], ['MP:0005397']]
7651	GUCY1A2	2977	Gucy1a2	MGI:2660877				['']	['']	[['']]
7652	GUCY1B1	2983	Gucy1b1	MGI:1860604		MP:0011088,MP:0002083,MP:0000230,MP:0001262,MP:0002169,MP:0009343,MP:0004548,MP:0006001,MP:0000494,MP:0000477,MP:0003290,MP:0003303,MP:0011096,MP:0009476,MP:0006298,MP:0009480,MP:0003883,MP:0001732,MP:0006144,MP:0001613		['MP:0005369', 'MP:0005387', 'MP:0005397', 'MP:0005378', 'MP:0005370', 'MP:0005376', 'MP:0005381', 'MP:0005379', 'MP:0005385']	['']	[['']]
7653	GUCY1B2	2974	Gucy1b2	MGI:2660873				['']	['']	[['']]
7654	GUCY2C	2984	Gucy2c	MGI:106903		MP:0001625,MP:0001433,MP:0002409,MP:0011958,MP:0005293,MP:0002628,MP:0009789,MP:0002079,MP:0010024,MP:0002833,MP:0005669,MP:0002411,MP:0001260,MP:0005036,MP:0009355,MP:0010934	HP:0000007,HP:0000006,HP:0002027,HP:0002028,HP:0002028,HP:0100502,HP:0003593,HP:0003577,HP:6000319,HP:0004388,HP:0004401,HP:0040128,HP:0100280	['MP:0005387', 'MP:0010771', 'MP:0005386', 'MP:0005378', 'MP:0005375', 'MP:0005376', 'MP:0005381', 'MP:0005370', 'MP:0005385']	['HP:0002014', 'HP:0040127', 'HP:0012531', 'HP:0011024', 'HP:0002715', 'HP:0001939']	[['MP:0005381'], ['MP:0010771', 'MP:0005379'], ['MP:0005386'], ['MP:0005381'], ['MP:0005387'], ['MP:0005376']]
7655	GUCY2D	3000	Gucy2e	MGI:105123		MP:0004021,MP:0008444,MP:0001326,MP:0005551,MP:0001006,MP:0004022,MP:0005253,MP:0008449,MP:0012671,MP:0008448,MP:0008446	HP:0001141,HP:0001250,HP:0001252,HP:0001249,HP:0001249,HP:0001263,HP:0007401,HP:0007401,HP:0003831,HP:0012047,HP:0031152,HP:0000007,HP:0000007,HP:0000007,HP:0000006,HP:0000006,HP:0001483,HP:0007675,HP:0007663,HP:0007663,HP:0007663,HP:0007641,HP:0007641,HP:0003354,HP:0002084,HP:0003593,HP:0002269,HP:0002240,HP:0001099,HP:0006817,HP:0000639,HP:0000639,HP:0000639,HP:0000618,HP:0000613,HP:0000613,HP:0000613,HP:0030491,HP:0030491,HP:0000662,HP:0000662,HP:0000662,HP:0000662,HP:0000662,HP:0000654,HP:0030615,HP:0030629,HP:0030631,HP:0004374,HP:0012795,HP:0011463,HP:0011510,HP:0003296,HP:0007703,HP:0007703,HP:0007737,HP:0001510,HP:0007843,HP:0007843,HP:0007814,HP:0007894,HP:0000365,HP:0007924,HP:0007994,HP:0007980,HP:0000407,HP:0012426,HP:0000518,HP:0000518,HP:0000512,HP:0000505,HP:0000505,HP:0000580,HP:0000580,HP:0000563,HP:0000563,HP:0000572,HP:0000533,HP:0000533,HP:0000533,HP:0000552,HP:0000551,HP:0000548	['MP:0003631', 'MP:0005391']	['HP:0000234', 'HP:0000598', 'HP:0000079', 'HP:0001507', 'HP:0000707', 'HP:0003011', 'HP:0000924', 'HP:0000708', 'HP:0000478', 'HP:0003271', 'HP:0001392', 'HP:0001438', 'HP:0001626', 'HP:0001939']	[['MP:0005382'], ['MP:0005377'], ['MP:0005367'], ['MP:0005378'], ['MP:0003631'], ['MP:0005369'], ['MP:0005390'], ['MP:0005386'], ['MP:0005391'], ['MP:0005378'], ['MP:0005370'], ['MP:0005378'], ['MP:0005385'], ['MP:0005376']]
7656	GUCY2F	2986	Gucy2f	MGI:105119		MP:0004021		['MP:0005391']	['']	[['']]
7657	GUCY2GP	390003	Gucy2g	MGI:106025		MP:0004042		['MP:0005376', 'MP:0005367']	['']	[['']]
7658	GUF1	60558	Guf1	MGI:2140726		MP:0002675,MP:0014052,MP:0001153,MP:0005130,MP:0001925,MP:0001932,MP:0005132,MP:0009832,MP:0002781,MP:0004852,MP:0002687	HP:0001285,HP:0001254,HP:0001250,HP:0001252,HP:0001266,HP:0001257,HP:0002521,HP:0002521,HP:0000007,HP:0001336,HP:0001336,HP:0008936,HP:0002120,HP:0002187,HP:0033258,HP:0003577,HP:0200134,HP:0033363,HP:0011968,HP:0002376,HP:0003623,HP:0012736,HP:0000707,HP:0000817,HP:0001518,HP:0001511,HP:0012469,HP:0011121	['MP:0005379', 'MP:0005376', 'MP:0005384', 'MP:0005389']	['HP:0002086', 'HP:0011968', 'HP:0001507', 'HP:0001574', 'HP:0000707', 'HP:0003011', 'HP:0000708']	[['MP:0005388'], ['MP:0005386'], ['MP:0005378'], ['MP:0010771'], ['MP:0003631'], ['MP:0005369'], ['MP:0005386']]
7659	GUK1	2987	Guk1	MGI:95871		MP:0011100,MP:0000221		['MP:0005397', 'MP:0005387']	['']	[['']]
7660	GULOP	2989	Gulo	MGI:1353434		MP:0001402,MP:0000141,MP:0005238,MP:0000186,MP:0002083,MP:0003070,MP:0030884,MP:0001406,MP:0000195,MP:0000755,MP:0002896,MP:0005245,MP:0000063,MP:0003116,MP:0000167,MP:0001263,MP:0000706,MP:0000266,MP:0004701,MP:0000208,MP:0002966,MP:0002875,MP:0000692,MP:0005178,MP:0001265,MP:0003055,MP:0001399,MP:0003068,MP:0008396,MP:0009865,MP:0001293,MP:0000274,MP:0000198,MP:0001304,MP:0001914,MP:0009864,MP:0000691,MP:0003961,MP:0001556,MP:0000130,MP:0001533,MP:0030827,MP:0002092,MP:0001511,MP:0011229,MP:0008259,MP:0000061,MP:0005562,MP:0000465,MP:0000135,MP:0020010,MP:0001732,MP:0001577,MP:0000689,MP:0001325,MP:0009862,MP:0008489		['MP:0005369', 'MP:0005387', 'MP:0010771', 'MP:0005386', 'MP:0005390', 'MP:0005378', 'MP:0005397', 'MP:0005391', 'MP:0005371', 'MP:0003631', 'MP:0005376', 'MP:0005381', 'MP:0005384', 'MP:0005379', 'MP:0005385', 'MP:0005367']	['']	[['']]
7661	GULP1	51454	Gulp1	MGI:1920407		MP:0003795,MP:0010025		['MP:0005390', 'MP:0005375']	['']	[['']]
7662	GUSB	2990	Gusb	MGI:95872		MP:0006433,MP:0011088,MP:0002083,MP:0001882,MP:0000445,MP:0001406,MP:0006395,MP:0001783,MP:0005319,MP:0002115,MP:0001925,MP:0005058,MP:0003743,MP:0008151,MP:0001258,MP:0000592,MP:0002082,MP:0001265,MP:0000547,MP:0005325,MP:0000358,MP:0004686,MP:0000435,MP:0005508,MP:0011473,MP:0002427,MP:0030066,MP:0005060,MP:0005179,MP:0001732,MP:0002114,MP:0000588,MP:0002566,MP:0011110,MP:0005422,MP:0004470,MP:0001967,MP:0003723,MP:0000074	HP:0002465,HP:0034859,HP:0001270,HP:0001252,HP:0001249,HP:0001249,HP:0008807,HP:0025372,HP:0001376,HP:0001371,HP:0001387,HP:0001387,HP:0000023,HP:0002680,HP:0008897,HP:0008818,HP:0006119,HP:0000007,HP:0002650,HP:0002650,HP:0000158,HP:0012115,HP:0005019,HP:0002788,HP:0003311,HP:0003375,HP:0004607,HP:0004607,HP:0008155,HP:0002103,HP:0002180,HP:0002159,HP:0003593,HP:0002240,HP:0003541,HP:0002208,HP:0002205,HP:0010655,HP:0008301,HP:0003510,HP:0001004,HP:0001007,HP:0100625,HP:0008430,HP:0008430,HP:0000613,HP:0000687,HP:0004322,HP:0005619,HP:0005616,HP:0000767,HP:0000768,HP:0100026,HP:0011461,HP:0000926,HP:0004469,HP:0003272,HP:0000943,HP:0000286,HP:0000280,HP:0000280,HP:0000256,HP:0002808,HP:0000238,HP:0000212,HP:0002857,HP:0001540,HP:0002870,HP:0001541,HP:0001537,HP:0001537,HP:0001538,HP:0012368,HP:0006536,HP:0000365,HP:0012307,HP:0001654,HP:0000324,HP:0001638,HP:0007957,HP:0007957,HP:0000407,HP:0000403,HP:0001789,HP:0001789,HP:0000470,HP:0000470,HP:0001744,HP:0001744,HP:0001762,HP:0001840,HP:0001840,HP:0000505,HP:0000574	['MP:0005388', 'MP:0005377', 'MP:0010771', 'MP:0005386', 'MP:0005390', 'MP:0005389', 'MP:0005375', 'MP:0005371', 'MP:0005382', 'MP:0005376', 'MP:0005384', 'MP:0005379', 'MP:0005378', 'MP:0005367']	['HP:0000234', 'HP:0001507', 'HP:0000079', 'HP:0003011', 'HP:0002715', 'HP:0040064', 'HP:0000464', 'HP:0004298', 'HP:0010766', 'HP:0001626', 'HP:0001789', 'HP:0001371', 'HP:0000598', 'HP:0100790', 'HP:0000707', 'HP:0003270', 'HP:0000924', 'HP:0000708', 'HP:0002086', 'HP:0000478', 'HP:0001392', 'HP:0003271', 'HP:0001438', 'HP:0001743', 'HP:0001574', 'HP:0001541', 'HP:0001939']	[['MP:0005382'], ['MP:0005378'], ['MP:0005367'], ['MP:0005369'], ['MP:0005387'], ['MP:0005371'], ['MP:0005378'], ['MP:0005378'], ['MP:0005376'], ['MP:0005385'], ['MP:0005376'], ['MP:0005390'], ['MP:0005377'], ['MP:0005378'], ['MP:0003631'], ['MP:0005378'], ['MP:0005390'], ['MP:0005386'], ['MP:0005388'], ['MP:0005391'], ['MP:0005370'], ['MP:0005378'], ['MP:0005378'], ['MP:0005397', 'MP:0005387'], ['MP:0010771'], ['MP:0005376'], ['MP:0005376']]
7663	GVINP1	387751	Gvin1	MGI:1921808				['']	['']	[['']]
7664	GVINP1	387751	Gvin2	MGI:3782245				['']	['']	[['']]
7665	GXYLT1	283464	Gxylt1	MGI:2684933		MP:0003232,MP:0001722,MP:0002151,MP:0003229,MP:0001914,MP:0003896,MP:0001785,MP:0013293,MP:0011100,MP:0011110,MP:0001718		['MP:0003631', 'MP:0005376', 'MP:0005385', 'MP:0005380']	['']	[['']]
7666	GXYLT2	727936	Gxylt2	MGI:2682940		MP:0010025,MP:0010097		['MP:0005391', 'MP:0005385', 'MP:0005375']	['']	[['']]
7667	GYG1	2992	Gyg1	MGI:1351614		MP:0010401,MP:0010954,MP:0001177,MP:0003061,MP:0011088,MP:0012735,MP:0012106,MP:0001953,MP:0001491,MP:0005290,MP:0010951,MP:0011100,MP:0010889,MP:0002953,MP:0001954,MP:0005438,MP:0001179,MP:0002275,MP:0001175,MP:0004890,MP:0031007,MP:0004609,MP:0004145,MP:0008964,MP:0014071,MP:0002078,MP:0006138,MP:0010052	HP:0002460,HP:0010872,HP:0010872,HP:0003749,HP:0003722,HP:0003803,HP:0001324,HP:0000007,HP:0000007,HP:0008946,HP:0003325,HP:0011727,HP:0011712,HP:0011712,HP:0003484,HP:0003458,HP:0004756,HP:0004751,HP:0010546,HP:0003596,HP:0003584,HP:0003547,HP:0003547,HP:0003691,HP:0002355,HP:0003677,HP:0002321,HP:0034766,HP:0001962,HP:0009023,HP:0009027,HP:0011463,HP:0011462,HP:0003199,HP:0000819,HP:0000821,HP:0040014,HP:0040081,HP:0003236,HP:0100299,HP:0011675,HP:0012270,HP:0012251,HP:0012251,HP:0005144,HP:0031319,HP:0031319,HP:0002875,HP:0001663,HP:0001663,HP:0001638,HP:0001714,HP:0030237,HP:0025708	['MP:0005388', 'MP:0005369', 'MP:0005386', 'MP:0005390', 'MP:0005376', 'MP:0005384', 'MP:0005385']	['HP:0000598', 'HP:0000707', 'HP:0003011', 'HP:0000924', 'HP:0002086', 'HP:0040064', 'HP:0000818', 'HP:0025354', 'HP:0001626', 'HP:0001939']	[['MP:0005377'], ['MP:0003631'], ['MP:0005369'], ['MP:0005390'], ['MP:0005388'], ['MP:0005371'], ['MP:0005379'], ['MP:0005384'], ['MP:0005385'], ['MP:0005376']]
7668	GYPA	2993	Gypa	MGI:95880		MP:0002447		['MP:0005397']	['']	[['']]
7669	GYPB	2994	Gypa	MGI:95880		MP:0002447		['MP:0005397']	['']	[['']]
7670	GYPC	2995	Gypc	MGI:1098566		MP:0006352	HP:0025143,HP:0008897,HP:0002027,HP:0002007,HP:0003546,HP:0004804,HP:0200042,HP:0001081,HP:0005502,HP:0001945,HP:0001923,HP:0004446,HP:0004445,HP:0004447,HP:0003265,HP:0000952,HP:0012378,HP:0006579,HP:0002904,HP:0001789,HP:0001744,HP:0001878,HP:0001877	['MP:0005397', 'MP:0005376']	['HP:0000234', 'HP:0001507', 'HP:0000924', 'HP:0002715', 'HP:0001438', 'HP:0003546', 'HP:0001743', 'HP:0001392', 'HP:0012378', 'HP:0001789', 'HP:0001574', 'HP:0003271', 'HP:0012531', 'HP:0001626', 'HP:0025143', 'HP:0001939', 'HP:0001871']	[['MP:0005382'], ['MP:0005378'], ['MP:0005390'], ['MP:0005387'], ['MP:0005378'], ['MP:0005376'], ['MP:0005397', 'MP:0005387'], ['MP:0005370'], ['MP:0005386'], ['MP:0005376'], ['MP:0010771'], ['MP:0005378'], ['MP:0005386'], ['MP:0005385'], ['MP:0005376'], ['MP:0005376'], ['MP:0005397']]
7671	GYPE	2996	Gypa	MGI:95880		MP:0002447		['MP:0005397']	['']	[['']]
7672	GYS1	2997	Gys1	MGI:101805		MP:0011088,MP:0000281,MP:0000295,MP:0002833,MP:0010018,MP:0004130,MP:0005439,MP:0001697,MP:0003888,MP:0003567,MP:0011090,MP:0011100,MP:0010123,MP:0001258,MP:0012501,MP:0002714,MP:0005294,MP:0005438,MP:0001175,MP:0031007,MP:0010399,MP:0000280,MP:0011239,MP:0003140,MP:0002128,MP:0001785,MP:0011110,MP:0000255,MP:0003141	HP:0001297,HP:0000007,HP:0031295,HP:0002069,HP:0003546,HP:0012270,HP:0001638,HP:0001712	['MP:0005388', 'MP:0005369', 'MP:0010771', 'MP:0005390', 'MP:0005378', 'MP:0005380', 'MP:0005376', 'MP:0005384', 'MP:0005370', 'MP:0005385']	['HP:0003546', 'HP:0000707', 'HP:0003011', 'HP:0001626', 'HP:0001939']	[['MP:0005376'], ['MP:0003631'], ['MP:0005369'], ['MP:0005385'], ['MP:0005376']]
7673	GYS2	2998	Gys2	MGI:2385254		MP:0005568,MP:0005331,MP:0002727,MP:0005633,MP:0005560,MP:0002715,MP:0003383,MP:0002078,MP:0005293,MP:0002098,MP:0001262,MP:0003442,MP:0013278,MP:0000194,MP:0003019,MP:0010080,MP:0009355,MP:0010398	HP:0001254,HP:0001250,HP:0001250,HP:0001263,HP:0000007,HP:0002151,HP:0011998,HP:0011998,HP:0001946,HP:0001946,HP:0001998,HP:0004322,HP:0003077,HP:0003076,HP:0012734,HP:0000737,HP:0003162,HP:0001508,HP:0002919,HP:0002910,HP:0011024	['MP:0005376', 'MP:0010771', 'MP:0005370', 'MP:0005378']	['HP:0001507', 'HP:0000079', 'HP:0000707', 'HP:0011024', 'HP:0001939', 'HP:0000708']	[['MP:0005378'], ['MP:0005367'], ['MP:0003631'], ['MP:0005381'], ['MP:0005376'], ['MP:0005386']]
7674	GZF1	64412	Gzf1	MGI:1921783		MP:0003795,MP:0001304,MP:0004738,MP:0004085,MP:0002591,MP:0001303,MP:0002966,MP:0003961,MP:0011110,MP:0002764,MP:0010024,MP:0005567,MP:0002060,MP:0002092	HP:0001249,HP:0001382,HP:0000023,HP:0012095,HP:0000007,HP:0002751,HP:0000612,HP:0004322,HP:0000768,HP:0001537,HP:0002947,HP:0000365,HP:0011003,HP:0001762,HP:0000501,HP:0000567,HP:0000541	['MP:0005377', 'MP:0010771', 'MP:0005391', 'MP:0005390', 'MP:0005378', 'MP:0005375', 'MP:0005385', 'MP:0005376', 'MP:0005371', 'MP:0005397']	['HP:0000598', 'HP:0001507', 'HP:0100790', 'HP:0000707', 'HP:0000924', 'HP:0000478', 'HP:0040064', 'HP:0004298']	[['MP:0005377'], ['MP:0005378'], ['MP:0005378'], ['MP:0003631'], ['MP:0005390'], ['MP:0005391'], ['MP:0005371'], ['MP:0005378']]
7675	GZMA	3001	Gzma	MGI:109266		MP:0003721,MP:0005079		['MP:0005397', 'MP:0002006', 'MP:0005387']	['']	[['']]
7676	GZMB	3002	Gzmb	MGI:109267		MP:0005070,MP:0001790,MP:0006414,MP:0003447,MP:0010766,MP:0005079,MP:0004924,MP:0009763,MP:0005584		['MP:0005376', 'MP:0002006', 'MP:0005387', 'MP:0005384', 'MP:0005386', 'MP:0005397']	['']	[['']]
7677	GZMB	3002	Gzmc	MGI:109256				['']	['']	[['']]
7678	GZMB	3002	Gzmd	MGI:109255				['']	['']	[['']]
7679	GZMB	3002	Gzme	MGI:109265				['']	['']	[['']]
7680	GZMB	3002	Gzmf	MGI:109254				['']	['']	[['']]
7681	GZMB	3002	Gzmg	MGI:109253				['']	['']	[['']]
7682	GZMB	3002	Gzmn	MGI:2675494				['']	['']	[['']]
7683	GZMH	2999	Gzmb	MGI:109267		MP:0005070,MP:0001790,MP:0006414,MP:0003447,MP:0010766,MP:0005079,MP:0004924,MP:0009763,MP:0005584		['MP:0005376', 'MP:0002006', 'MP:0005387', 'MP:0005384', 'MP:0005386', 'MP:0005397']	['']	[['']]
7684	GZMH	2999	Gzmc	MGI:109256				['']	['']	[['']]
7685	GZMH	2999	Gzmd	MGI:109255				['']	['']	[['']]
7686	GZMH	2999	Gzme	MGI:109265				['']	['']	[['']]
7687	GZMH	2999	Gzmf	MGI:109254				['']	['']	[['']]
7688	GZMH	2999	Gzmg	MGI:109253				['']	['']	[['']]
7689	GZMH	2999	Gzmn	MGI:2675494				['']	['']	[['']]
7690	GZMK	3003	Gzmk	MGI:1298232				['']	['']	[['']]
7691	GZMM	3004	Gzmm	MGI:99549		MP:0020916		['MP:0005387']	['']	[['']]
7692	H1-0	3005	H1f0	MGI:95893		MP:0009709,MP:0002169,MP:0020421,MP:0001120,MP:0002135,MP:0003068		['MP:0005386', 'MP:0005389', 'MP:0005367', 'MP:0005378']	['']	[['']]
7693	H1-1	3024	H1f1	MGI:1931523		MP:0002169,MP:0003718		['MP:0005384']	['']	[['']]
7694	H1-10	8971	H1f10	MGI:2685307		MP:0005633,MP:0002152,MP:0005561,MP:0013279,MP:0000955,MP:0001554,MP:0005343,MP:0001399		['MP:0003631', 'MP:0005376', 'MP:0005397', 'MP:0005386']	['']	[['']]
7695	H1-2	3006	H1f2	MGI:1931526		MP:0004587		['MP:0005384']	['']	[['']]
7696	H1-3	3007	H1f3	MGI:107502		MP:0002169		[]	['']	[['']]
7697	H1-4	3008	H1f4	MGI:1931527		MP:0002169,MP:0010123	HP:0009890,HP:0003764,HP:0001276,HP:0001249,HP:0001263,HP:0000028,HP:0033725,HP:0000006,HP:0001319,HP:0002751,HP:0002119,HP:0003577,HP:0011968,HP:0003623,HP:0000646,HP:0005616,HP:0000739,HP:0000293,HP:0000256,HP:0001582,HP:0012385,HP:0000483,HP:0000486,HP:0012450,HP:0001762,HP:0000506	['MP:0005390']	['HP:0000234', 'HP:0001371', 'HP:0011968', 'HP:0002019', 'HP:0000707', 'HP:0003011', 'HP:0000924', 'HP:0000078', 'HP:0000478', 'HP:0040064', 'HP:0001574']	[['MP:0005382'], ['MP:0005390'], ['MP:0005386'], ['MP:0005381'], ['MP:0003631'], ['MP:0005369'], ['MP:0005390'], ['MP:0005389'], ['MP:0005391'], ['MP:0005371'], ['MP:0010771']]
7698	H1-5	3009	H1f5	MGI:1861461		MP:0000063,MP:0010124		['MP:0005390']	['']	[['']]
7699	H1-6	3010	H1f6	MGI:1888530		MP:0002169		[]	['']	[['']]
7700	H1-7	341567	H1f7	MGI:1917319		MP:0002675,MP:0001156,MP:0001922,MP:0000242,MP:0001925,MP:0009230,MP:0001932,MP:0005578,MP:0009231,MP:0009232,MP:0004543,MP:0002687		['MP:0005384', 'MP:0005389']	['']	[['']]
7701	H1-8	132243	H1f8	MGI:2176207		MP:0002941,MP:0005343,MP:0002169,MP:0005292		['MP:0005376']	['']	[['']]
7702	H1-9P	373861	H1f9	MGI:2136691				['']	['']	[['']]
7703	H2AB1	474382	H2ab1	MGI:3642445				['']	['']	[['']]
7704	H2AB1	474382	H2ab2	MGI:3644980				['']	['']	[['']]
7705	H2AB1	474382	H2ab3	MGI:3644875		MP:0005567,MP:0005419		['MP:0005376']	['']	[['']]
7706	H2AB2	474381	H2ab1	MGI:3642445				['']	['']	[['']]
7707	H2AB2	474381	H2ab2	MGI:3644980				['']	['']	[['']]
7708	H2AB2	474381	H2ab3	MGI:3644875		MP:0005567,MP:0005419		['MP:0005376']	['']	[['']]
7709	H2AB3	83740	H2ab1	MGI:3642445				['']	['']	[['']]
7710	H2AB3	83740	H2ab2	MGI:3644980				['']	['']	[['']]
7711	H2AB3	83740	H2ab3	MGI:3644875		MP:0005567,MP:0005419		['MP:0005376']	['']	[['']]
7712	H2AC1	221613	H2ac1	MGI:2448285				['']	['']	[['']]
7713	H2AC1	221613	H2ac15	MGI:2448297				['']	['']	[['']]
7714	H2AC11	8969	H2ac11	MGI:2448293				['']	['']	[['']]
7715	H2AC11	8969	H2ac13	MGI:2448457				['']	['']	[['']]
7716	H2AC11	8969	H2ac22	MGI:2448300				['']	['']	[['']]
7717	H2AC11	8969	H2ac23	MGI:2448302				['']	['']	[['']]
7718	H2AC11	8969	H2ac24	MGI:3710573				['']	['']	[['']]
7719	H2AC11	8969	H2ac4	MGI:2448306				['']	['']	[['']]
7720	H2AC11	8969	H2ac6	MGI:2448287				['']	['']	[['']]
7721	H2AC11	8969	H2ac7	MGI:2448289				['']	['']	[['']]
7722	H2AC11	8969	H2ac8	MGI:2448290				['']	['']	[['']]
7723	H2AC12	85235	H2ac12	MGI:2448295				['']	['']	[['']]
7724	H2AC14	8331	H2ac10	MGI:2448309				['']	['']	[['']]
7725	H2AC15	8330	H2ac11	MGI:2448293				['']	['']	[['']]
7726	H2AC15	8330	H2ac13	MGI:2448457				['']	['']	[['']]
7727	H2AC15	8330	H2ac22	MGI:2448300				['']	['']	[['']]
7728	H2AC15	8330	H2ac23	MGI:2448302				['']	['']	[['']]
7729	H2AC15	8330	H2ac24	MGI:3710573				['']	['']	[['']]
7730	H2AC15	8330	H2ac4	MGI:2448306				['']	['']	[['']]
7731	H2AC15	8330	H2ac6	MGI:2448287				['']	['']	[['']]
7732	H2AC15	8330	H2ac7	MGI:2448289				['']	['']	[['']]
7733	H2AC15	8330	H2ac8	MGI:2448290				['']	['']	[['']]
7734	H2AC16	8332	H2ac11	MGI:2448293				['']	['']	[['']]
7735	H2AC16	8332	H2ac13	MGI:2448457				['']	['']	[['']]
7736	H2AC16	8332	H2ac22	MGI:2448300				['']	['']	[['']]
7737	H2AC16	8332	H2ac23	MGI:2448302				['']	['']	[['']]
7738	H2AC16	8332	H2ac24	MGI:3710573				['']	['']	[['']]
7739	H2AC16	8332	H2ac4	MGI:2448306				['']	['']	[['']]
7740	H2AC16	8332	H2ac6	MGI:2448287				['']	['']	[['']]
7741	H2AC16	8332	H2ac7	MGI:2448289				['']	['']	[['']]
7742	H2AC16	8332	H2ac8	MGI:2448290				['']	['']	[['']]
7743	H2AC17	8336	H2ac11	MGI:2448293				['']	['']	[['']]
7744	H2AC17	8336	H2ac13	MGI:2448457				['']	['']	[['']]
7745	H2AC17	8336	H2ac22	MGI:2448300				['']	['']	[['']]
7746	H2AC17	8336	H2ac23	MGI:2448302				['']	['']	[['']]
7747	H2AC17	8336	H2ac24	MGI:3710573				['']	['']	[['']]
7748	H2AC17	8336	H2ac4	MGI:2448306				['']	['']	[['']]
7749	H2AC17	8336	H2ac6	MGI:2448287				['']	['']	[['']]
7750	H2AC17	8336	H2ac7	MGI:2448289				['']	['']	[['']]
7751	H2AC17	8336	H2ac8	MGI:2448290				['']	['']	[['']]
7752	H2AC18	8337	H2ac18	MGI:96097				['']	['']	[['']]
7753	H2AC18	8337	H2ac19	MGI:2448283				['']	['']	[['']]
7754	H2AC19	723790	H2ac18	MGI:96097				['']	['']	[['']]
7755	H2AC19	723790	H2ac19	MGI:2448283				['']	['']	[['']]
7756	H2AC20	8338	H2ac20	MGI:2448316				['']	['']	[['']]
7757	H2AC21	317772	H2ac21	MGI:2448314				['']	['']	[['']]
7758	H2AC25	92815	H2ac25	MGI:2448458				['']	['']	[['']]
7759	H2AC4	8335	H2ac11	MGI:2448293				['']	['']	[['']]
7760	H2AC4	8335	H2ac13	MGI:2448457				['']	['']	[['']]
7761	H2AC4	8335	H2ac22	MGI:2448300				['']	['']	[['']]
7762	H2AC4	8335	H2ac23	MGI:2448302				['']	['']	[['']]
7763	H2AC4	8335	H2ac24	MGI:3710573				['']	['']	[['']]
