	gene_human	entrez_id_human	gene_mouse	MGI	MPO_lower	HPO_lower	clusters_m	clusters_h	n_clusters_m	n_clusters_h
6650	IL22RA1	58985	Il22ra1	MGI:2663588	MP:0001222,MP:0003135,MP:0005419,MP:0003131,MP:0001212,MP:0002608,MP:0008874,MP:0004947		2218,1811,2053,1629,113,1519,3478,4338		8	
6651	IL22RA2	116379	Il22ra2	MGI:2665114	MP:0010308,MP:0003721,MP:0004499,MP:0002816,MP:0002404		2534,1662,1931,998,1829		5	
6652	IL23A	51561	Il23a	MGI:1932410	MP:0005010,MP:0008588,MP:0008496,MP:0001194,MP:0000221,MP:0008051,MP:0002412,MP:0008751,MP:0005463,MP:0005018,MP:0002500,MP:0001830,MP:0002462,MP:0008567,MP:0008874,MP:0008347,MP:0008539,MP:0004800,MP:0000222,MP:0003447,MP:0002451,MP:0008682,MP:0001807,MP:0009788,MP:0008614,MP:0005095,MP:0008537,MP:0002460,MP:0004392,MP:0004502,MP:0009766		2495,5071,2357,2482,1291,3112,2937,1137,1546,2014,4950,5317,3582,5531,3478,6928,3298,1225,379,129,3988,5130,2712,679,453,1719,2348,2199,2325,778,2249		31	
6653	IL23R	149233	Il23r	MGI:2181693	MP:0013956,MP:0005463,MP:0004800,MP:0008614,MP:0003447,MP:0008588,MP:0002941,MP:0003638,MP:0008076,MP:0008874,MP:0001263,MP:0004842,MP:0008712,MP:0008682,MP:0008539	HP:0000155,HP:0003326,HP:0004420,HP:0000708,HP:0001269,HP:0100820,HP:0002716,HP:0002829,HP:0006824,HP:0001097,HP:0002076,HP:0100653,HP:0001369,HP:0003401,HP:0200034,HP:0001637,HP:0002516,HP:0002633,HP:0100654,HP:0012649,HP:0000083,HP:0100614,HP:0002321,HP:0000737,HP:0000518,HP:0000613,HP:0100326,HP:0002113,HP:0001653,HP:0002354,HP:0001288,HP:0002204,HP:0007256,HP:0001824,HP:0001733,HP:0011107,HP:0001744,HP:0001945,HP:0004936,HP:0002017,HP:0002376,HP:0002637,HP:0001289,HP:0001482,HP:0010885,HP:0012378,HP:0100758,HP:0001347,HP:0002102,HP:0001701,HP:0000488,HP:0002239,HP:0002383,HP:0002105,HP:0008066,HP:0100796,HP:0001250,HP:0002202,HP:0002027,HP:0001287,HP:0001251,HP:0001061,HP:0001658,HP:0001659,HP:0100584,HP:0000618,HP:0002039	6393,1546,1225,453,129,5071,940,3292,2858,3478,2108,4058,6670,5130,3298	2260,3846,2890,3011,2277,2543,3916,1422,1616,2913,2472,3097,4330,1742,3170,1165,94,822,156,2757,3241,2473,359,1630,16,949,2055,2834,4107,73,3890,1475,750,158,4871,156,1607,217,2470,2567,4188,3315,38,3026,3539,2403,947,4753,2792,2792,5244,259,2869,4512,2552,822,3492,2357,3693,2905,3140,3922,3006,1447,949,2634,3873	15	63
6654	IL24	11009	Il24	MGI:2135548	MP:0005564,MP:0005633,MP:0002608,MP:0002833		1064,3426,1519,3222		4	
6655	IL25	64806	Il25	MGI:2155888	MP:0005015,MP:0005596,MP:0005232,MP:0001858,MP:0008496,MP:0003449,MP:0004799,MP:0008703,MP:0005027,MP:0001861,MP:0001552,MP:0008091,MP:0008751,MP:0008700,MP:0001304,MP:0010392,MP:0009763,MP:0001148,MP:0008712,MP:0010181,MP:0008539,MP:0005025,MP:0002092,MP:0008561,MP:0008750,MP:0002699,MP:0001146,MP:0001147,MP:0008673,MP:0000490,MP:0002497,MP:0001297,MP:0000495,MP:0008658,MP:0002411,MP:0008568,MP:0005012,MP:0008722		1493,5899,6549,3782,2357,4497,2654,708,1903,1577,3303,6571,1137,708,1230,538,976,3885,6670,4093,3298,2791,1508,1185,4027,2672,2470,2774,47,486,1296,1049,2697,912,3567,5222,1783,734		37	
6656	IL27	246778	Il27	MGI:2384409	MP:0005617,MP:0010836,MP:0010750,MP:0013433,MP:0008076,MP:0004799,MP:0008647,MP:0008566		6163,5895,1986,318,2858,2654,3855,2266		8	
6657	IL27RA	9466	Il27ra	MGI:1355318	MP:0005165,MP:0008578,MP:0008496,MP:0008553,MP:0008617,MP:0005465,MP:0008626,MP:0008672,MP:0005027,MP:0008566,MP:0002412,MP:0008699,MP:0001661,MP:0008567,MP:0008539,MP:0005566,MP:0005013,MP:0005554,MP:0008602,MP:0005348,MP:0005466,MP:0004822,MP:0004802,MP:0008577,MP:0002816,MP:0009766,MP:0002497,MP:0004798,MP:0002941,MP:0008499,MP:0002743,MP:0001654,MP:0002411,MP:0003724,MP:0008596,MP:0008641		3445,2960,2357,2320,6082,1101,5439,404,1903,2266,2937,833,4399,5531,3298,4805,5065,764,3832,1242,590,4638,199,2401,998,2249,1296,1993,940,3444,1993,1865,3567,3824,1845,1035		35	
6658	IL2RA	3559	Il2ra	MGI:96549	MP:0012362,MP:0004809,MP:0000186,MP:0001577,MP:0000691,MP:0004946,MP:0004973,MP:0001258,MP:0001469,MP:0005567,MP:0001861,MP:0005179,MP:0008880,MP:0000195,MP:0004974,MP:0005560,MP:0005278,MP:0002966,MP:0008500,MP:0005562,MP:0005150,MP:0009517,MP:0008037,MP:0002083,MP:0000623,MP:0001402,MP:0005566,MP:0000613,MP:0002444,MP:0005013,MP:0001829,MP:0008078,MP:0008501,MP:0000688,MP:0000219,MP:0008049,MP:0002495,MP:0001265,MP:0005419,MP:0000702,MP:0002816,MP:0005036,MP:0005292,MP:0003304,MP:0002459,MP:0001585,MP:0002875,MP:0002874,MP:0001870,MP:0002591,MP:0001828,MP:0001417,MP:0005642,MP:0005016,MP:0003896,MP:0002493,MP:0001566,MP:0000495,MP:0008499,MP:0002221,MP:0003271,MP:0020420,MP:0002834,MP:0000137,MP:0000063,MP:0005343,MP:0000689,MP:0001657,MP:0000208,MP:0002757,MP:0008074,MP:0001392	HP:0002716,HP:0002829,HP:0100769,HP:0001384,HP:0000554,HP:0000501,HP:0000572,HP:0002848,HP:0032170,HP:0033222,HP:0003028,HP:0002028,HP:0000819,HP:0000518,HP:0002960,HP:0001824,HP:0000821,HP:0011134,HP:0033582,HP:0001433,HP:0030356,HP:0011117,HP:0001903,HP:0003565,HP:0001019,HP:0100686,HP:0000964,HP:0002113,HP:0002720,HP:0001155,HP:0010754,HP:0040189,HP:0003043,HP:0002289,HP:0003019,HP:0007833,HP:0007663,HP:0011120,HP:0003319,HP:0002205,HP:0001531,HP:0002721,HP:0005086,HP:0001369,HP:0003493,HP:0008843,HP:0005403,HP:0011220,HP:0002718,HP:0002841,HP:0001370,HP:0001387,HP:0001094,HP:0004429,HP:0100658,HP:0001878,HP:0001371,HP:0003326,HP:0001530,HP:0001832,HP:0011473,HP:0009098,HP:0005186,HP:0001785,HP:0002232,HP:0001382,HP:0008850,HP:0003765,HP:0040313,HP:0031382,HP:0003212,HP:0001508,HP:0100651,HP:0001386,HP:0000585,HP:0020113,HP:0011911,HP:0100646,HP:0030812,HP:0001890,HP:0010976	1813,1195,414,793,5442,57,1155,4150,3311,2847,1577,181,653,2344,4536,5589,3555,3747,1744,3936,2979,2341,1417,3221,658,1024,4805,3520,974,5065,785,4616,646,736,887,85,2333,3130,2053,4406,998,777,949,4860,1436,645,2433,1289,1078,2081,2445,3197,1971,2269,3733,540,5487,2697,3444,6535,1664,3135,816,93,3456,636,1499,4392,2051,3402,655,934	3916,1422,2522,3242,435,820,3859,1561,875,2173,2837,2854,3223,16,1068,158,2706,2974,2974,1156,1212,1614,4139,1646,3323,4514,2468,2834,1720,2558,2884,951,1902,3257,1681,1151,2373,2761,2730,4960,3719,3738,1989,4330,780,1934,1440,1569,393,665,2045,1300,4963,976,2069,3197,5033,3846,2402,2349,1007,801,1989,1667,1398,1948,2075,1254,4941,816,806,1900,1292,1214,2980,4017,2097,719,3493,930,109	72	79
6659	IL2RB	3560	Il2rb	MGI:96550	MP:0001510,MP:0013435,MP:0001860,MP:0001925,MP:0004256,MP:0008045,MP:0004794,MP:0008079,MP:0000691,MP:0009097,MP:0005017,MP:0008050,MP:0008247,MP:0000572,MP:0004974,MP:0003135,MP:0008047,MP:0008217,MP:0001263,MP:0004896,MP:0008075,MP:0002083,MP:0008037,MP:0002358,MP:0000367,MP:0002619,MP:0006410,MP:0002074,MP:0000219,MP:0001829,MP:0008078,MP:0005092,MP:0004827,MP:0008180,MP:0000702,MP:0008080,MP:0001823,MP:0005671,MP:0001828,MP:0002102,MP:0002497,MP:0008097,MP:0002722,MP:0008040,MP:0002494,MP:0005095,MP:0000653,MP:0008499,MP:0010848,MP:0001926,MP:0004762,MP:0000322,MP:0005002,MP:0010850,MP:0010844,MP:0008074,MP:0001392	HP:0001371,HP:0003326,HP:0001530,HP:0001832,HP:0011134,HP:0002721,HP:0032247,HP:0003237,HP:0002716,HP:0001558,HP:0001433,HP:0002829,HP:0005186,HP:0030356,HP:0100769,HP:0005086,HP:0011117,HP:0001369,HP:0001785,HP:0001384,HP:0001903,HP:0008064,HP:0000554,HP:0003565,HP:0000501,HP:0000572,HP:0033222,HP:0001382,HP:0003493,HP:0100686,HP:0003028,HP:0008850,HP:0008843,HP:0001155,HP:0040313,HP:0010754,HP:0002014,HP:0001508,HP:0001386,HP:0001744,HP:0002240,HP:0003043,HP:0000403,HP:0000585,HP:0003019,HP:0011911,HP:0007833,HP:0001370,HP:0001387,HP:0001094,HP:0007663,HP:0003319,HP:0000010,HP:0002205,HP:0001890,HP:0006527,HP:0000518,HP:0002960,HP:0001824	1936,240,1319,3243,1398,2719,1287,2203,5442,5251,2213,5538,4035,874,4536,1811,4536,2045,2108,465,1772,3221,1417,6663,1982,403,2826,351,887,785,4616,4520,3444,4261,4406,2173,792,1387,2445,2094,1296,3657,2058,866,1553,1719,4634,3444,4773,1495,1002,5505,7131,261,6515,655,934	5033,3846,2402,2349,2974,3738,3022,1973,3916,2256,1156,1422,1989,1212,2522,1989,1614,4330,1667,3242,4139,51,435,1646,820,3859,2173,1948,780,4514,2837,2075,1934,2558,4941,2884,3023,1900,1214,1607,4950,1902,1855,2980,1681,2097,1151,2045,1300,4963,2373,2730,2168,4960,930,4675,16,1068,158	55	58
6660	IL2RG	3561	Il2rg	MGI:96551	MP:0000703,MP:0004256,MP:0002423,MP:0008136,MP:0001861,MP:0002464,MP:0008700,MP:0005018,MP:0003850,MP:0002396,MP:0002490,MP:0008246,MP:0001802,MP:0005092,MP:0000694,MP:0001823,MP:0008348,MP:0008215,MP:0020934,MP:0002722,MP:0002879,MP:0002723,MP:0002460,MP:0008826,MP:0000706,MP:0000494,MP:0002420,MP:0001601,MP:0008254,MP:0000221,MP:0000691,MP:0002831,MP:0004503,MP:0008211,MP:0002217,MP:0009763,MP:0000708,MP:0008474,MP:0008567,MP:0010250,MP:0008688,MP:0001825,MP:0005070,MP:0008046,MP:0008098,MP:0002458,MP:0008479,MP:0008071,MP:0008568,MP:0000689,MP:0000693,MP:0014130,MP:0005673,MP:0008079,MP:0008101,MP:0009481,MP:0002619,MP:0002432,MP:0013587,MP:0000219,MP:0001829,MP:0008078,MP:0000711,MP:0000716,MP:0008356,MP:0010776,MP:0000220,MP:0008399,MP:0008352,MP:0002419,MP:0005425,MP:0005089,MP:0002078,MP:0001559,MP:0005232,MP:0008045,MP:0004816,MP:0008122,MP:0013592,MP:0002412,MP:0004974,MP:0008041,MP:0008047,MP:0000715,MP:0005046,MP:0001790,MP:0009020,MP:0008075,MP:0002083,MP:0002421,MP:0003884,MP:0008555,MP:0008498,MP:0009339,MP:0002376,MP:0001927,MP:0002416,MP:0005671,MP:0002492,MP:0008070,MP:0002591,MP:0009011,MP:0005016,MP:0008040,MP:0009006,MP:0005095,MP:0002378,MP:0012529,MP:0008209,MP:0001805,MP:0003179,MP:0008083,MP:0001806,MP:0008464	HP:0004332,HP:0000821,HP:0000958,HP:0005523,HP:0011370,HP:0040218,HP:0010701,HP:0011839,HP:0002090,HP:0003237,HP:0000988,HP:0005353,HP:0002716,HP:0005428,HP:0001880,HP:0031545,HP:0009098,HP:0005376,HP:0100840,HP:0005390,HP:0004432,HP:0001903,HP:0000952,HP:0002837,HP:0000969,HP:0002665,HP:0001019,HP:0003347,HP:0000246,HP:0005407,HP:0012178,HP:0002028,HP:0005406,HP:0002720,HP:0007549,HP:0002014,HP:0005415,HP:0005403,HP:0005387,HP:0001831,HP:0000100,HP:0031397,HP:0000989,HP:0001508,HP:0005479,HP:0000778,HP:0012735,HP:0004315,HP:0002728,HP:0010975,HP:0001744,HP:0100806,HP:0002850,HP:0034286,HP:0002240,HP:0001945,HP:0000944,HP:0002732,HP:0004430,HP:0001072,HP:0001596,HP:0002718,HP:0007274,HP:0030813,HP:0001974,HP:0040089,HP:0002841,HP:0100646,HP:0001888,HP:0006532,HP:0045080,HP:0000388,HP:0002960,HP:0031381,HP:0001954	2846,1398,1515,4799,1577,5969,708,2014,2355,4931,1160,1974,2539,4520,1474,792,2187,1806,5749,2058,2522,3705,2199,333,5512,6656,4210,2083,1979,1291,5442,1392,691,1659,300,976,5169,327,5531,1648,1321,79,440,300,2486,231,1260,1238,5222,1499,666,6733,4565,2203,7065,5338,403,691,5370,887,785,4616,6719,2046,79,3049,2267,2363,1398,3827,2254,5444,3156,776,6549,2719,4373,4761,2014,2937,4536,6019,4536,1462,5986,4185,4196,1772,3221,4026,3049,4378,3802,1913,1537,895,1261,1387,1710,1648,2081,1219,2269,866,158,1719,4012,440,4587,199,1073,1704,1599,1260	56,2706,5521,1407,2395,1505,1895,2155,3844,1973,1067,1624,3916,2944,2375,4080,801,22,1709,1032,3647,4139,3935,3287,1540,3946,3323,4386,2004,3659,997,2854,1468,1720,2626,3023,4078,1440,2328,608,1748,1505,5504,1900,4243,1205,2727,4275,3862,1013,1607,2425,2944,4131,4950,217,2550,1802,5434,958,4035,393,4590,1032,2401,5427,665,719,1792,5455,50,50,1068,541,879	104	71
6661	IL3	3562	Il3	MGI:96552	MP:0004780,MP:0003579,MP:0002038,MP:0001559,MP:0005011,MP:0001925,MP:0005293,MP:0011086,MP:0005027,MP:0002041,MP:0001861,MP:0002414,MP:0002461,MP:0002442,MP:0002465,MP:0002083,MP:0010124,MP:0005215,MP:0005671,MP:0005462,MP:0005012,MP:0001846,MP:0005616,MP:0002497,MP:0002023,MP:0008499,MP:0002743,MP:0001926,MP:0004762,MP:0003339,MP:0002270		5602,3266,870,776,4876,3243,3334,203,1903,984,1577,5009,1353,6333,2704,3221,1924,88,1387,4298,1783,1692,6574,1296,1748,3444,1993,1495,1002,688,2932		31	
6662	IL31	386653	Il31	MGI:1923649	MP:0002764		1292		1	
6663	IL31RA	133396	Il31ra	MGI:2180511	MP:0006410,MP:0002497,MP:0008751,MP:0002500,MP:0000333,MP:0000694,MP:0005348,MP:0010124,MP:0010024,MP:0003961,MP:0002451,MP:0002398,MP:0005027	HP:0000989,HP:0012309	2826,1296,1137,4950,1419,1474,1242,1924,2062,4448,3988,951,1903	5504,3461	13	2
6664	IL33	90865	Il33	MGI:1924375	MP:0010862,MP:0003507,MP:0001129,MP:0005027,MP:0001861,MP:0008995,MP:0001126,MP:0003799,MP:0009767,MP:0001876,MP:0031391,MP:0010506,MP:0000367,MP:0008734,MP:0004000,MP:0002229,MP:0004250,MP:0005466,MP:0008260,MP:0002574,MP:0008706,MP:0011620,MP:0002492,MP:0000811,MP:0005016,MP:0001131,MP:0001819,MP:0002335,MP:0031420,MP:0001952,MP:0002882,MP:0008658,MP:0008537,MP:0005333,MP:0008655,MP:0005012,MP:0002680,MP:0010948		2443,50,2998,1903,1577,5482,2034,3606,3167,3818,2973,4983,1982,4279,2997,1879,2426,590,6801,1454,1246,370,1710,2406,2269,3185,6418,1461,975,6849,1216,912,2348,1305,1246,1783,627,4007		37	
6665	IL34	146433	Il34	MGI:1923777	MP:0005616,MP:0003203,MP:0020943,MP:0008127,MP:0005398,MP:0008118,MP:0008567,MP:0008101,MP:0000136,MP:0008119,MP:0031044		6574,4961,726,7049,4113,383,5531,7065,2790,383,726		9	
6666	IL36A	27179	Il36a	MGI:1859324	MP:0008874,MP:0008713		3478,391		2	
6667	IL36B	27177	Il36b	MGI:1916927						
6668	IL36G	56300	Il36g	MGI:2449929	MP:0002446,MP:0008719,MP:0020946,MP:0004973,MP:0010180,MP:0002412,MP:0008751,MP:0014229,MP:0011075,MP:0031046,MP:0008752,MP:0008075,MP:0008712,MP:0020916,MP:0008539,MP:0000755,MP:0008713,MP:0011080,MP:0013648,MP:0001798,MP:0009788,MP:0031026,MP:0008074		3387,3348,624,1155,1008,2937,1137,4671,3607,624,830,1772,6670,1071,3298,3315,391,3164,3775,4247,679,1071,655		21	
6669	IL36RN	26525	Il36rn	MGI:1859325	MP:0001190,MP:0001200,MP:0001874,MP:0000676,MP:0008873,MP:0001194,MP:0001208,MP:0011086,MP:0000218,MP:0001192,MP:0001304,MP:0002989,MP:0001195,MP:0004938,MP:0001193,MP:0002135,MP:0002060,MP:0004947,MP:0000219,MP:0003427,MP:0012572,MP:0001265,MP:0002699,MP:0001242,MP:0009675	HP:0002901,HP:0010741,HP:0025474,HP:0025502,HP:0012531,HP:0200039,HP:0002829,HP:0001369,HP:0002902,HP:0005764,HP:0000554,HP:0000083,HP:0003565,HP:0001597,HP:0001019,HP:0001513,HP:0001036,HP:0030151,HP:0000221,HP:0003765,HP:0010783,HP:0040313,HP:0001635,HP:0011897,HP:0025252,HP:0100806,HP:0001945,HP:0025092,HP:0003073,HP:0012378,HP:0002910,HP:0001974,HP:0001888,HP:0100825,HP:0011227,HP:0100847,HP:0008404	921,577,905,6329,1255,2482,254,203,650,3251,1230,6,978,563,4572,341,2028,4338,887,6512,3914,3130,2672,2155,6986	3578,416,498,1484,5062,1315,1422,4330,536,67,435,3241,1646,1735,3323,2633,3202,1821,5493,1254,1645,4941,3792,838,723,2425,217,2657,3267,2403,1010,2401,1792,1650,1672,723,2569	25	36
6670	IL3RA	3563	Il3ra	MGI:96553	MP:0006410,MP:0005460		2826,3715		2	
6671	IL4	3565	Il4	MGI:96556	MP:0001860,MP:0003449,MP:0030466,MP:0002423,MP:0000701,MP:0005017,MP:0001861,MP:0005166,MP:0008700,MP:0002500,MP:0002136,MP:0008500,MP:0005350,MP:0004952,MP:0001793,MP:0002490,MP:0004804,MP:0004802,MP:0008687,MP:0008115,MP:0001846,MP:0002455,MP:0004762,MP:0002460,MP:0008088,MP:0005012,MP:0000136,MP:0008497,MP:0020912,MP:0004031,MP:0000691,MP:0002607,MP:0008698,MP:0008703,MP:0005027,MP:0008880,MP:0009482,MP:0011014,MP:0005351,MP:0005282,MP:0008567,MP:0003278,MP:0005554,MP:0005348,MP:0000466,MP:0008186,MP:0000324,MP:0009333,MP:0001870,MP:0005584,MP:0001807,MP:0003009,MP:0005310,MP:0001958,MP:0002941,MP:0008697,MP:0002335,MP:0002743,MP:0000693,MP:0005015,MP:0004794,MP:0008495,MP:0011085,MP:0008896,MP:0000219,MP:0008501,MP:0004795,MP:0008872,MP:0008522,MP:0012574,MP:0005466,MP:0005154,MP:0000313,MP:0008723,MP:0002493,MP:0010215,MP:0008074,MP:0008661,MP:0005079,MP:0002224,MP:0003132,MP:0002606,MP:0005011,MP:0008496,MP:0008092,MP:0001873,MP:0008672,MP:0010180,MP:0008702,MP:0008566,MP:0001800,MP:0005026,MP:0001844,MP:0006269,MP:0001876,MP:0001790,MP:0002083,MP:0008498,MP:0005559,MP:0005025,MP:0010750,MP:0002495,MP:0006082,MP:0008673,MP:0002492,MP:0010945,MP:0002494,MP:0001805,MP:0005501,MP:0001806		1319,4497,365,1515,655,2213,1577,4419,708,4950,602,1744,2619,2786,5061,1160,4365,199,865,3842,1692,367,1002,2199,4029,1783,2790,2714,4101,3111,5442,3737,3736,708,1903,653,4508,2404,2312,1426,5531,2390,764,1242,4523,6756,1114,4880,1078,3659,2712,2371,3393,2877,940,47,1461,1993,666,1493,1287,2459,3190,6248,887,646,199,2139,3667,1712,590,2206,2872,5490,540,1114,655,499,592,1516,6076,1538,4876,2357,5686,796,404,1008,833,2266,886,2542,325,881,3818,4185,3221,3802,957,2791,1986,2333,389,47,1710,6272,1553,199,1545,1599		104	
6672	IL4R	3566	Il4ra	MGI:105367	MP:0002264,MP:0001200,MP:0008551,MP:0001860,MP:0010210,MP:0005011,MP:0005596,MP:0003449,MP:0003333,MP:0008079,MP:0008703,MP:0005027,MP:0008091,MP:0008495,MP:0008700,MP:0003799,MP:0008699,MP:0002500,MP:0005026,MP:0002406,MP:0011075,MP:0011014,MP:0008438,MP:0008500,MP:0005282,MP:0001790,MP:0001263,MP:0002083,MP:0002434,MP:0001793,MP:0008837,MP:0010861,MP:0008602,MP:0005466,MP:0002405,MP:0002451,MP:0002492,MP:0000490,MP:0003009,MP:0002497,MP:0003725,MP:0002493,MP:0005095,MP:0001952,MP:0002723,MP:0000488,MP:0001183,MP:0000220,MP:0000136,MP:0008661		4183,577,5045,1319,938,4876,5899,4497,723,2203,708,1903,6571,2459,708,3606,833,4950,2542,4591,3607,2404,1920,1744,1426,4185,2108,3221,4467,5061,2762,5013,3832,590,6171,3988,1710,486,2371,1296,1862,540,1719,6849,3705,2716,1621,2267,2790,499		49	
6673	IL5	3567	Il5	MGI:96557	MP:0001376,MP:0001260,MP:0005011,MP:0000359,MP:0003449,MP:0003333,MP:0002423,MP:0005027,MP:0008703,MP:0008566,MP:0008751,MP:0001800,MP:0002500,MP:0001790,MP:0001793,MP:0002490,MP:0000219,MP:0005013,MP:0004260,MP:0008627,MP:0002492,MP:0009006,MP:0002335,MP:0001272,MP:0004940,MP:0005012		6034,6584,4876,6613,4497,723,1515,1903,708,2266,1137,886,4950,4185,5061,1160,887,5065,2683,2150,1710,158,1461,358,2398,1783		26	
6674	IL5RA	3568	Il5ra	MGI:96558	MP:0000691,MP:0005027,MP:0002461,MP:0008495,MP:0004978,MP:0001790,MP:0001806,MP:0008075,MP:0008498,MP:0002357,MP:0002495,MP:0000702,MP:0002144,MP:0005093,MP:0001807,MP:0002360,MP:0002722,MP:0002494,MP:0001272,MP:0002743,MP:0002401,MP:0004762,MP:0004940,MP:0002460,MP:0002602,MP:0002145		5442,1903,1353,2459,5081,4185,1599,1772,3802,1855,2333,4406,2202,2048,2712,2618,2058,1553,358,1993,2192,1002,2398,2199,6289,2531		26	
6675	IL6	3569	Il6	MGI:96559	MP:0001200,MP:0010119,MP:0005293,MP:0005578,MP:0010042,MP:0005166,MP:0004808,MP:0005018,MP:0008699,MP:0003459,MP:0008500,MP:0001544,MP:0002435,MP:0000135,MP:0003690,MP:0008518,MP:0004101,MP:0001261,MP:0002451,MP:0003084,MP:0003633,MP:0000267,MP:0020928,MP:0030587,MP:0001463,MP:0002799,MP:0008682,MP:0005517,MP:0005533,MP:0002063,MP:0001360,MP:0002401,MP:0001654,MP:0002183,MP:0002834,MP:0030945,MP:0008593,MP:0003724,MP:0000063,MP:0002801,MP:0000136,MP:0002145,MP:0001601,MP:0005465,MP:0000717,MP:0009410,MP:0001259,MP:0000281,MP:0001501,MP:0005027,MP:0005449,MP:0005404,MP:0005294,MP:0005153,MP:0009763,MP:0002908,MP:0002998,MP:0008567,MP:0008076,MP:0000436,MP:0004947,MP:0003829,MP:0008734,MP:0003278,MP:0002444,MP:0004800,MP:0004811,MP:0008750,MP:0008046,MP:0011100,MP:0031426,MP:0010211,MP:0003103,MP:0002572,MP:0001905,MP:0001807,MP:0005140,MP:0005399,MP:0009788,MP:0008396,MP:0003326,MP:0008618,MP:0003059,MP:0008537,MP:0000274,MP:0008395,MP:0001847,MP:0008719,MP:0002999,MP:0004973,MP:0002734,MP:0002463,MP:0003331,MP:0031427,MP:0001458,MP:0002753,MP:0005466,MP:0003634,MP:0001792,MP:0006271,MP:0001242,MP:0008918,MP:0000921,MP:0003436,MP:0002053,MP:0000598,MP:0002332,MP:0002019,MP:0011451,MP:0002882,MP:0002573,MP:0005288,MP:0004502,MP:0000266,MP:0005643,MP:0008208,MP:0001764,MP:0005079,MP:0009753,MP:0002078,MP:0031425,MP:0014190,MP:0001260,MP:0001363,MP:0001388,MP:0002412,MP:0008597,MP:0001541,MP:0004924,MP:0008704,MP:0001876,MP:0001790,MP:0031391,MP:0002182,MP:0008752,MP:0002083,MP:0021158,MP:0001402,MP:0002336,MP:0005559,MP:0005023,MP:0000952,MP:0013219,MP:0001262,MP:0001354,MP:0001982,MP:0000745,MP:0003194,MP:0002064,MP:0003658,MP:0002492,MP:0002711,MP:0009978,MP:0011110,MP:0005167,MP:0001845,MP:0020340,MP:0003691,MP:0000130,MP:0002433	HP:0012122,HP:0001959,HP:0100726,HP:0005978,HP:0001993,HP:0000988,HP:0002716,HP:0002829,HP:0031819,HP:0002664,HP:0100280,HP:0001369,HP:0002408,HP:0003565,HP:0000969,HP:0002014,HP:0032154,HP:0003074,HP:0100279,HP:0001386,HP:0001034,HP:0011107,HP:0002591,HP:0001744,HP:0410050,HP:0001945,HP:0002240,HP:0005681,HP:0001701,HP:0002037,HP:0002027,HP:0000103,HP:0000855,HP:0000819,HP:0001510,HP:0005214,HP:0011227,HP:0002202,HP:0002960,HP:0001824	577,970,3334,1342,7121,4419,903,2014,833,5643,1744,415,4654,1888,2584,3051,1720,1383,3988,1741,2699,1994,5587,5569,1661,3902,5130,6789,5569,3932,2681,2192,1865,5448,816,6030,2718,3824,3456,1970,2790,2531,2083,1101,3179,4490,1907,2993,5658,1903,1075,1814,811,4944,976,1222,6931,5531,2858,4024,4338,4312,4279,2390,974,1225,2612,4027,300,3158,1532,2709,3955,3225,6959,2712,1477,4148,679,2650,4949,1562,1352,2348,3465,2535,1839,3348,3559,1155,4713,3517,419,313,2287,614,590,2825,1642,1252,2155,1850,5708,1494,2407,1856,4488,701,6331,1216,5726,2924,778,184,5613,7091,4410,592,1234,3156,5995,1532,6584,1298,4280,2937,4160,1771,2437,4268,3818,4185,2973,2691,830,3221,6824,1024,1865,957,1009,1693,5447,828,4090,855,3283,4193,2985,195,1710,4202,3392,3610,3660,511,2310,306,1922,5038	5491,1945,3569,2031,3762,1067,3916,1422,1992,2646,1526,4330,5391,1646,1540,3023,4665,3459,4819,1214,2298,156,1058,1607,3459,217,4950,4829,2792,1020,3693,300,52,3223,636,4417,1672,2357,1068,158	157	39
6676	IL6R	3570	Il6ra	MGI:105304	MP:0003058,MP:0005087,MP:0005343,MP:0001860,MP:0008553,MP:0005293,MP:0000691,MP:0005463,MP:0005026,MP:0010751,MP:0010398,MP:0005331,MP:0004952,MP:0000436,MP:0005023,MP:0010214,MP:0003447,MP:0008478,MP:0010067,MP:0002714,MP:0000702,MP:0030017,MP:0003887,MP:0004001,MP:0002572,MP:0008097,MP:0008642,MP:0011110,MP:0001845,MP:0003059,MP:0005438,MP:0008596,MP:0004502,MP:0008554	HP:0033104,HP:0032437,HP:0003212,HP:0001581,HP:0001047,HP:0002788,HP:0030783,HP:0004315,HP:0002850,HP:0100658,HP:0031292,HP:0000403,HP:0030388	6690,5400,636,1319,2320,3334,5442,1546,2542,2987,2466,3419,2786,4024,1009,778,129,2064,282,1584,4406,6074,71,7068,3225,3657,812,3610,511,1352,962,1845,778,6624	631,1114,806,1171,2984,1246,1114,4275,2944,2069,631,1855,2339	33	11
