gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
RAD52	ENST00000358495	222	2.4635e+02	9.0114e-01	1.4274e-05	2714	55	7.1259e+01	7.7183e-01	809	100	9.9807e+01	1.0019e+00	6.3974e-06	808	19	1.3909e-06	270	2.5143e+01	7.1128e-11	5.7572e-01	4.2428e-01	7.5567e-01	8.5100e-01	1.1830e+00	8.0700e-01	1.0070e+00	5.2600e-01	1.1090e+00		-1.5212e-02	5.5138e-01	1.1353e+00	11946	6	3	28	5.0393e-04	1.9921e-04	125625	121	1	125747	4.8522e-04	2.9606e-02	6.1576e-05	2.2952e-03	0.0000e+00	1.1181e-04	0.0000e+00	1.1566e-04	1.6694e-04	8.8222e-04	6.1518e-05	2.2864e-03	0.0000e+00	1.0874e-04	0.0000e+00	1.1427e-04	1.6288e-04	8.4959e-04	protein_coding	ENSG00000002016	2	1254	11	protein_coding	77977	2.3844e-07	13	1.8730e+01	6.9408e-01	NA	12	1021243	1099219
SNRNP25	ENST00000383018	70	8.0666e+01	8.6777e-01	4.9266e-06	848	19	2.3283e+01	8.1604e-01	254	36	3.2786e+01	1.0980e+00	2.1869e-06	251	6	6.4154e-07	95	1.0679e+01	1.3382e-03	1.2570e-01	8.7296e-01	5.6184e-01	8.4100e-01	1.4500e+00	7.1500e-01	1.0590e+00	3.0700e-01	1.1090e+00		-4.4130e-01	4.2202e-01	1.3268e+00	11947	6	3	11	1.5523e-04	5.1698e-05	125709	39	0	125748	1.5508e-04	3.0244e-03	1.2324e-04	8.6749e-05	1.1905e-03	3.8056e-04	0.0000e+00	7.0372e-05	1.6297e-04	1.9664e-04	1.2304e-04	8.6729e-05	1.1912e-03	3.8063e-04	0.0000e+00	7.0320e-05	1.6288e-04	1.9600e-04	protein_coding	ENSG00000161981	3	396	5	protein_coding	4660	7.4780e-03	5	1.0438e+01	4.7901e-01	NA	16	103010	107669
FRAT1	ENST00000371021	93	9.9447e+01	9.3518e-01	4.5524e-06	1657	30	4.0235e+01	7.4561e-01	661	39	4.7043e+01	8.2903e-01	2.2001e-06	674	1	1.8306e-07	56	4.2361e+00	3.2349e-01	6.0083e-02	6.1643e-01	2.3606e-01	6.4100e-01	1.0830e+00	7.9000e-01	1.1110e+00	8.3000e-02	1.1090e+00		9.2181e-01	2.2972e-01	1.4570e+00	11948	6	3	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000165879	2	837	1	protein_coding	2651	2.7148e-01	1	3.4090e+00	2.9334e-01	NA	10	99079022	99081672
FAM45A	ENST00000361432	155	1.8800e+02	8.2447e-01	9.2710e-06	2334	23	4.1289e+01	5.5705e-01	569	62	7.2237e+01	8.5828e-01	4.1691e-06	687	14	1.0959e-06	222	1.9710e+01	5.4591e-08	3.4806e-01	6.5194e-01	7.1028e-01	6.9900e-01	1.0600e+00	7.2300e-01	9.4200e-01	4.6800e-01	1.1100e+00		9.4684e-01	8.5523e-01	1.1919e+00	11949	6	3	24	2.3886e-04	6.7455e-05	125693	53	2	125748	2.1872e-04	6.0153e-03	0.0000e+00	1.4537e-04	0.0000e+00	2.9831e-04	3.3669e-04	2.3272e-04	1.6383e-04	4.7341e-04	0.0000e+00	1.4455e-04	0.0000e+00	2.7186e-04	3.2341e-04	2.1977e-04	1.6288e-04	3.9203e-04	protein_coding	ENSG00000119979	2	1071	9	protein_coding	33899	2.4320e-04	8	1.4511e+01	5.5132e-01	NA	10	120863598	120897496
EXOSC9	ENST00000379663	234	2.4069e+02	9.7219e-01	1.1893e-05	2987	47	5.5795e+01	8.4236e-01	694	78	7.9894e+01	9.7629e-01	4.0524e-06	854	20	1.4214e-06	313	2.6192e+01	1.7871e-11	6.2533e-01	3.7467e-01	7.6360e-01	8.1200e-01	1.1790e+00	8.7300e-01	1.0830e+00	5.3600e-01	1.1100e+00		1.6656e-01	1.5330e-01	1.1211e+00	11950	6	3	43	5.9561e-04	1.9715e-04	125600	148	0	125748	5.8865e-04	4.3573e-02	6.8875e-04	3.4741e-04	9.9701e-05	2.1746e-04	1.3404e-03	6.5673e-04	3.4651e-04	5.0443e-04	6.7690e-04	3.4696e-04	9.9211e-05	2.1749e-04	1.3405e-03	6.5065e-04	3.2579e-04	4.9006e-04	protein_coding	ENSG00000123737	2	1368	13	protein_coding	15705	1.8714e-06	12	1.9271e+01	6.2270e-01	NA	4	122722472	122738176
B4GALT7	ENST00000029410	227	2.1418e+02	1.0599e+00	1.4216e-05	2112	99	9.4511e+01	1.0475e+00	912	97	8.9963e+01	1.0782e+00	6.0319e-06	667	8	5.6015e-07	145	1.2999e+01	1.1304e-04	1.6192e-01	8.3796e-01	6.1542e-01	9.1400e-01	1.2760e+00	9.5000e-01	1.1830e+00	3.6000e-01	1.1100e+00		-5.8321e-01	-3.1138e-01	1.2849e+00	11951	6	3	20	3.3945e-04	2.1496e-04	125665	83	0	125748	3.3008e-04	1.3701e-02	6.2922e-04	1.1578e-04	0.0000e+00	9.8281e-04	4.6331e-04	2.3576e-04	0.0000e+00	5.2382e-04	6.1535e-04	1.1564e-04	0.0000e+00	9.7906e-04	4.6204e-04	2.1977e-04	0.0000e+00	5.2274e-04	protein_coding	ENSG00000027847	2	981	6	protein_coding	10248	3.1975e-03	5	8.4764e+00	5.8987e-01	NA	5	177027101	177037348
CDK18	ENST00000506784	283	3.0659e+02	9.2305e-01	1.9057e-05	3249	96	1.0594e+02	9.0616e-01	1144	100	1.2160e+02	8.2236e-01	7.1165e-06	989	19	1.1493e-06	302	2.5110e+01	6.9526e-11	5.8008e-01	4.1992e-01	7.5667e-01	6.9800e-01	9.7100e-01	8.3700e-01	1.0190e+00	5.2700e-01	1.1100e+00		1.5398e+00	4.7883e-01	1.1299e+00	11952	6	3	39	4.0757e-04	6.4035e-05	125646	102	0	125748	4.0566e-04	2.0693e-02	3.0843e-04	4.0533e-04	9.9206e-05	3.2622e-04	1.4247e-04	6.0979e-04	1.6287e-04	9.8194e-05	3.0763e-04	4.0480e-04	9.9211e-05	3.2625e-04	1.3859e-04	6.0667e-04	1.6288e-04	9.7993e-05	protein_coding	ENSG00000117266	2	1512	15	protein_coding	28199	7.1590e-08	14	1.9994e+01	7.0020e-01	NA	1	205473723	205501921
METAP1D	ENST00000315796	160	1.8434e+02	8.6798e-01	9.5300e-06	2198	59	7.0135e+01	8.4124e-01	815	58	6.7226e+01	8.6276e-01	3.9267e-06	643	11	7.5144e-07	211	1.6382e+01	2.5794e-06	2.4040e-01	7.5960e-01	6.7145e-01	6.9800e-01	1.0740e+00	7.6200e-01	9.9000e-01	4.2200e-01	1.1110e+00		8.8454e-01	6.3697e-01	1.2323e+00	11953	6	3	17	7.3335e-04	5.5462e-04	125565	183	0	125748	7.2791e-04	6.6628e-02	1.7480e-03	8.7695e-04	0.0000e+00	1.0891e-04	1.3867e-04	8.8134e-04	1.4716e-03	3.6976e-04	1.7239e-03	8.6763e-04	0.0000e+00	1.0874e-04	1.3859e-04	8.7935e-04	1.4669e-03	3.5935e-04	protein_coding	ENSG00000172878	2	1005	10	protein_coding	82669	1.5556e-06	10	1.2026e+01	8.3153e-01	NA	2	172864490	172947158
C19orf44	ENST00000221671	362	3.8495e+02	9.4039e-01	2.2711e-05	4284	85	9.0564e+01	9.3856e-01	1148	155	1.6520e+02	9.3826e-01	1.1670e-05	1351	16	1.0156e-06	279	2.1864e+01	3.8831e-09	4.3925e-01	5.6075e-01	7.3178e-01	8.2200e-01	1.0720e+00	8.6200e-01	1.0260e+00	4.9400e-01	1.1110e+00		6.2382e-01	4.1560e-01	1.1622e+00	11954	6	3	40	9.3310e-04	2.2669e-04	125515	233	0	125748	9.2689e-04	1.0803e-01	3.7083e-04	7.4296e-04	2.4807e-03	4.5006e-04	2.5458e-03	8.3762e-04	9.9482e-04	4.2515e-04	3.6916e-04	7.2297e-04	2.4832e-03	4.3502e-04	2.5439e-03	8.3537e-04	9.7768e-04	4.2470e-04	protein_coding	ENSG00000105072	2	1971	7	protein_coding	25042	4.2159e-07	11	1.3186e+01	8.3423e-01	NA	19	16607122	16632163
WDR41	ENST00000296679	245	2.3786e+02	1.0300e+00	1.1517e-05	2975	79	7.7029e+01	1.0256e+00	955	83	8.8682e+01	9.3593e-01	4.4473e-06	875	24	1.5637e-06	332	3.0388e+01	6.4998e-14	7.9227e-01	2.0773e-01	7.8977e-01	7.8300e-01	1.1230e+00	9.2700e-01	1.1450e+00	5.7100e-01	1.1110e+00		4.7426e-01	-1.6459e-01	1.0739e+00	11955	6	3	52	7.7222e-04	2.2697e-04	125556	192	0	125748	7.6372e-04	7.3345e-02	9.2853e-04	7.5512e-04	4.9692e-04	1.0363e-03	4.1955e-04	8.0507e-04	1.6335e-04	8.9219e-04	9.2316e-04	7.5190e-04	4.9615e-04	1.0335e-03	3.6962e-04	8.0018e-04	1.6288e-04	8.8228e-04	protein_coding	ENSG00000164253	2	1377	13	protein_coding	194642	2.5192e-06	13	2.4181e+01	5.3760e-01	NA	5	76721795	76916436
RPE65	ENST00000262340	284	2.7284e+02	1.0409e+00	1.4289e-05	3507	117	1.2314e+02	9.5012e-01	1574	120	1.0042e+02	1.1950e+00	5.4199e-06	988	24	1.5420e-06	369	3.0386e+01	6.4889e-14	7.9245e-01	2.0755e-01	7.8983e-01	1.0300e+00	1.3910e+00	9.4400e-01	1.1480e+00	5.7100e-01	1.1110e+00		-1.5362e+00	-2.4008e-01	1.0736e+00	11956	6	3	39	4.3804e-04	4.3763e-05	125638	110	0	125748	4.3748e-04	2.4067e-02	5.5767e-04	8.3914e-04	0.0000e+00	5.4383e-05	3.2363e-04	4.5761e-04	4.9191e-04	2.9400e-04	5.5380e-04	8.3870e-04	0.0000e+00	5.4367e-05	3.2341e-04	4.5717e-04	4.8872e-04	2.9401e-04	protein_coding	ENSG00000116745	2	1599	14	protein_coding	21138	1.4584e-07	14	2.1417e+01	6.5367e-01	NA	1	68894505	68915642
XXYLT1	ENST00000310380	189	2.1040e+02	8.9827e-01	1.2364e-05	2513	66	7.7192e+01	8.5501e-01	867	78	9.5577e+01	8.1610e-01	6.1404e-06	804	6	4.5494e-07	139	1.0656e+01	1.3246e-03	1.2707e-01	8.7160e-01	5.6306e-01	6.7900e-01	9.8500e-01	7.9700e-01	1.0130e+00	3.0700e-01	1.1110e+00		1.4133e+00	5.2439e-01	1.3217e+00	11957	6	3	9	5.6743e-04	5.1707e-04	124656	140	0	124796	5.6107e-04	3.9286e-02	1.3499e-04	2.8992e-05	0.0000e+00	5.7071e-05	5.3459e-03	1.4375e-04	4.9934e-04	6.8252e-05	1.2911e-04	2.8962e-05	0.0000e+00	5.5625e-05	5.3478e-03	1.4123e-04	4.9501e-04	6.5357e-05	protein_coding	ENSG00000173950	2	1179	4	protein_coding	202889	5.1604e-02	3	6.9739e+00	4.3017e-01	NA	3	194789008	194991896
ZCCHC12	ENST00000310164	138	1.6249e+02	8.4930e-01	1.2545e-05	2656	24	3.2535e+01	7.3766e-01	678	70	6.4023e+01	1.0934e+00	4.9438e-06	812	3	5.9789e-07	105	6.9671e+00	4.6470e-02	9.0534e-02	8.6300e-01	4.3060e-01	9.0100e-01	1.3340e+00	7.3900e-01	9.7800e-01	1.9500e-01	1.1110e+00		-5.8718e-01	6.8264e-01	1.3927e+00	11958	6	3	6	3.8183e-05	1.0906e-05	125733	6	1	125740	2.7836e-05	9.7426e-05	0.0000e+00	3.6462e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.4435e-05	2.2070e-04	1.5725e-04	0.0000e+00	2.8909e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.7581e-05	1.6288e-04	9.7999e-05	protein_coding	ENSG00000174460	2	1206	1	protein_coding	3179	1.1995e-01	2	5.0867e+00	3.9318e-01	NA	X	117957753	117960931
SSC5D	ENST00000389623	765	8.9493e+02	8.5482e-01	5.3412e-05	9845	243	2.9079e+02	8.3567e-01	3188	362	3.7658e+02	9.6130e-01	2.3909e-05	3599	38	2.5894e-06	475	4.4825e+01	8.1581e-23	9.8747e-01	1.2533e-02	8.4775e-01	8.8100e-01	1.0490e+00	8.0500e-01	9.0700e-01	6.5300e-01	1.1110e+00		5.9041e-01	1.5434e+00	9.4458e-01	11959	6	3	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000179954	2	4719	14	protein_coding	30695	3.4697e-01	0	3.7744e-01	0.0000e+00	NA	19	55999771	56030465
FAM189A2	ENST00000257515	237	2.6543e+02	8.9289e-01	1.5132e-05	2892	86	9.6858e+01	8.8790e-01	1112	88	1.0713e+02	8.2140e-01	6.4737e-06	950	17	1.3910e-06	245	2.2928e+01	1.0131e-09	4.8867e-01	5.1133e-01	7.4145e-01	6.9000e-01	9.8100e-01	8.0200e-01	9.9400e-01	5.0600e-01	1.1120e+00		1.4531e+00	6.2010e-01	1.1472e+00	11960	6	3	30	5.7296e-04	1.4771e-04	125605	143	0	125748	5.6876e-04	4.0678e-02	2.2147e-03	1.3400e-03	9.9246e-05	1.4681e-03	3.2447e-04	1.3344e-04	4.8892e-04	2.9398e-04	2.1554e-03	1.3307e-03	9.9211e-05	1.4689e-03	3.2341e-04	1.3185e-04	4.8872e-04	2.9401e-04	protein_coding	ENSG00000135063	2	1350	10	protein_coding	67884	8.9188e-06	11	1.8891e+01	5.8230e-01	NA	9	71939488	72007371
RPP30	ENST00000413330	188	1.6094e+02	1.1681e+00	7.9555e-06	2057	47	4.4389e+01	1.0588e+00	589	67	5.7007e+01	1.1753e+00	2.8856e-06	644	14	1.0087e-06	258	1.9677e+01	5.3582e-08	3.5212e-01	6.4788e-01	7.1148e-01	9.6400e-01	1.4400e+00	1.0360e+00	1.3180e+00	4.6900e-01	1.1120e+00		-1.0404e+00	-7.5800e-01	1.1860e+00	11961	6	3	29	2.0818e-04	3.1860e-05	125697	51	0	125748	2.0281e-04	5.1721e-03	6.1531e-05	2.6465e-04	0.0000e+00	3.8068e-04	4.6202e-05	2.1165e-04	0.0000e+00	3.2743e-04	6.1518e-05	2.3129e-04	0.0000e+00	3.8063e-04	4.6195e-05	2.1097e-04	0.0000e+00	3.2668e-04	protein_coding	ENSG00000148688	3	966	13	protein_coding	36840	2.3535e-05	10	1.7115e+01	5.8427e-01	NA	10	92631473	92668312
CYP3A43	ENST00000222382	251	2.5769e+02	9.7403e-01	1.1968e-05	3347	52	5.9687e+01	8.7122e-01	779	89	9.2437e+01	9.6281e-01	4.6469e-06	923	20	1.3542e-06	320	2.6135e+01	1.7165e-11	6.3243e-01	3.6757e-01	7.6526e-01	8.1000e-01	1.1480e+00	8.7800e-01	1.0810e+00	5.3700e-01	1.1120e+00		2.8103e-01	1.4814e-01	1.1120e+00	11962	6	3	31	5.0930e-02	5.0478e-02	113803	11147	798	125748	4.8681e-02	2.9800e+02	2.6440e-01	3.7072e-02	5.7370e-02	6.7057e-04	2.0120e-02	3.7885e-02	4.5903e-02	5.2781e-02	2.6174e-01	3.6693e-02	5.6665e-02	6.5260e-04	1.9923e-02	3.7597e-02	4.4986e-02	5.1634e-02	protein_coding	ENSG00000021461	2	1512	13	protein_coding	38083	1.4749e-10	17	2.0111e+01	8.4532e-01	NA	7	99425636	99463718
LY9	ENST00000263285	368	3.5646e+02	1.0324e+00	1.8321e-05	4256	83	9.0545e+01	9.1667e-01	1201	134	1.4630e+02	9.1591e-01	8.2793e-06	1331	23	1.6158e-06	319	2.9302e+01	2.6039e-13	7.5986e-01	2.4014e-01	7.8492e-01	7.9500e-01	1.0570e+00	9.4700e-01	1.1250e+00	5.6400e-01	1.1120e+00		7.9953e-01	-2.1711e-01	1.0789e+00	11963	6	3	6	4.9321e-05	2.0904e-05	125723	12	0	125735	4.7721e-05	2.8633e-04	1.9036e-04	5.9552e-05	0.0000e+00	0.0000e+00	0.0000e+00	3.7151e-05	1.6617e-04	6.5725e-05	1.8456e-04	5.7819e-05	0.0000e+00	0.0000e+00	0.0000e+00	3.5165e-05	1.6299e-04	6.5327e-05	protein_coding	ENSG00000122224	2	1965	10	protein_coding	32188	4.1408e-10	17	2.1445e+01	7.9271e-01	NA	1	160765864	160798051
RND2	ENST00000587250	118	1.4236e+02	8.2891e-01	8.9373e-06	1444	44	5.0075e+01	8.7868e-01	567	27	5.3367e+01	5.0593e-01	2.8492e-06	470	7	7.5503e-07	118	1.1818e+01	3.8579e-04	1.4434e-01	8.5528e-01	5.9234e-01	3.7200e-01	6.9800e-01	7.1300e-01	9.6600e-01	3.3600e-01	1.1120e+00		2.8372e+00	7.2540e-01	1.2986e+00	11964	6	3	14	1.4788e-04	4.3945e-05	125711	37	0	125748	1.4713e-04	2.7221e-03	1.2311e-04	2.9142e-04	0.0000e+00	1.6522e-04	0.0000e+00	1.6751e-04	0.0000e+00	9.8254e-05	1.2304e-04	2.8913e-04	0.0000e+00	1.6311e-04	0.0000e+00	1.6702e-04	0.0000e+00	9.7993e-05	protein_coding	ENSG00000108830	2	681	5	protein_coding	6800	1.3885e-04	7	9.5593e+00	7.3227e-01	NA	17	41177258	41184057
UGT1A9	ENST00000354728	346	3.0028e+02	1.1522e+00	1.7338e-05	3471	153	1.3965e+02	1.0956e+00	1653	149	1.1629e+02	1.2813e+00	7.2433e-06	1035	14	1.1084e-06	238	1.9679e+01	5.3634e-08	3.5191e-01	6.4809e-01	7.1142e-01	1.1210e+00	1.4680e+00	1.0540e+00	1.2590e+00	4.6900e-01	1.1120e+00		-2.3847e+00	-9.3749e-01	1.1863e+00	11965	6	3	35	5.0326e-04	1.5536e-04	125625	123	0	125748	4.8919e-04	3.0093e-02	3.6974e-04	2.8970e-05	0.0000e+00	2.2834e-03	9.2610e-05	4.6192e-04	6.5537e-04	6.2080e-04	3.6916e-04	2.8909e-05	0.0000e+00	2.2860e-03	9.2392e-05	4.3079e-04	6.5168e-04	6.2078e-04	protein_coding	ENSG00000241119	2	1590	5	protein_coding	101448	1.3222e-08	13	1.4430e+01	9.0088e-01	NA	2	234580499	234681946
VMA21	ENST00000330374	26	3.9768e+01	6.5378e-01	3.1450e-06	641	8	1.6286e+01	4.9122e-01	272	23	1.6493e+01	1.3945e+00	1.2838e-06	207	0	1.6353e-07	53	2.6052e+00	5.7236e-01	4.1803e-02	3.8584e-01	0.0000e+00	9.9700e-01	1.8640e+00	4.7800e-01	9.0700e-01	0.0000e+00	1.1120e+00		-1.2595e+00	7.7586e-01	1.4957e+00	11966	6	3	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000160131	2	303	3	protein_coding	12850	6.5181e-01	0	3.1501e+00	0.0000e+00	NA	X	150564987	150577836
CELA2B	ENST00000375910	183	1.6734e+02	1.0936e+00	1.0113e-05	1739	72	6.1311e+01	1.1743e+00	678	89	7.7527e+01	1.1480e+00	5.7254e-06	535	11	8.0068e-07	159	1.6371e+01	2.5651e-06	2.4149e-01	7.5851e-01	6.7191e-01	9.6600e-01	1.3690e+00	9.6900e-01	1.2360e+00	4.2200e-01	1.1120e+00		-1.0243e+00	-4.3006e-01	1.2302e+00	11967	6	3	24	8.5926e-04	5.8068e-04	125532	214	1	125747	8.5526e-04	9.1979e-02	6.7670e-04	2.6027e-04	0.0000e+00	8.6449e-03	4.6194e-05	1.5842e-04	9.7847e-04	3.9203e-04	6.7690e-04	2.6021e-04	0.0000e+00	8.6270e-03	4.6195e-05	1.5823e-04	9.7768e-04	3.9203e-04	protein_coding	ENSG00000215704	2	807	8	protein_coding	25492	6.1721e-04	7	1.2645e+01	5.5357e-01	NA	1	15792404	15817895
EMC9	ENST00000419198	115	1.2186e+02	9.4369e-01	6.6804e-06	1345	38	4.3451e+01	8.7454e-01	527	36	4.7221e+01	7.6237e-01	2.3519e-06	428	6	5.4094e-07	106	1.0648e+01	1.3199e-03	1.2755e-01	8.7113e-01	5.6348e-01	5.8300e-01	1.0070e+00	8.1000e-01	1.1020e+00	3.0800e-01	1.1120e+00		1.2836e+00	2.2089e-01	1.3199e+00	11968	6	3	18	4.9861e-04	1.8689e-04	125625	121	2	125748	4.8919e-04	3.0093e-02	1.2305e-04	1.1577e-04	6.9472e-04	5.4366e-05	3.2336e-04	4.2202e-04	4.8871e-04	1.7317e-03	1.2304e-04	1.1564e-04	6.9469e-04	5.4367e-05	3.2341e-04	4.2199e-04	4.8872e-04	1.6672e-03	protein_coding	ENSG00000100908	2	624	5	protein_coding	2624	3.5383e-04	6	7.8170e+00	7.6755e-01	NA	14	24608174	24610797
CRISP3	ENST00000433368	150	1.3751e+02	1.0909e+00	6.3655e-06	1758	31	3.8448e+01	8.0628e-01	490	60	5.1079e+01	1.1746e+00	2.7147e-06	470	11	8.5376e-07	181	1.6371e+01	2.5650e-06	2.4149e-01	7.5851e-01	6.7191e-01	9.5300e-01	1.4560e+00	9.5400e-01	1.2490e+00	4.2200e-01	1.1120e+00		-9.8115e-01	-3.7865e-01	1.2301e+00	11969	6	3	6	2.1793e-04	1.5566e-04	125650	54	0	125704	2.1481e-04	5.8006e-03	1.2347e-04	9.7637e-05	2.1645e-04	5.4573e-05	0.0000e+00	3.9826e-04	1.6345e-04	0.0000e+00	1.2305e-04	8.6774e-05	1.9843e-04	5.4367e-05	0.0000e+00	3.9580e-04	1.6299e-04	0.0000e+00	protein_coding	ENSG00000096006	3	804	8	protein_coding	17054	1.0984e-04	8	1.2702e+01	6.2983e-01	NA	6	49695097	49712150
SPO11	ENST00000371263	165	2.0421e+02	8.0801e-01	9.9060e-06	2595	36	5.1998e+01	6.9233e-01	674	79	7.0450e+01	1.1214e+00	3.5452e-06	728	15	9.2845e-07	282	2.0770e+01	1.4473e-08	3.9498e-01	6.0502e-01	7.2220e-01	9.3400e-01	1.3520e+00	7.1100e-01	9.1900e-01	4.8200e-01	1.1120e+00		-8.0073e-01	9.7494e-01	1.1732e+00	11970	6	3	29	2.5060e-04	6.8904e-05	125687	61	0	125748	2.4258e-04	7.3995e-03	1.8950e-04	2.0512e-04	0.0000e+00	1.1636e-04	9.2937e-05	4.0422e-04	1.6694e-04	3.6403e-05	1.8456e-04	2.0238e-04	0.0000e+00	1.0874e-04	9.2392e-05	3.9561e-04	1.6288e-04	3.2663e-05	protein_coding	ENSG00000054796	2	1188	13	protein_coding	14236	3.5630e-04	8	1.5449e+01	5.1782e-01	NA	20	55904815	55919050
WDR65	ENST00000528956	361	3.8586e+02	9.3556e-01	2.1074e-05	4587	87	1.1298e+02	7.7007e-01	1349	135	1.4434e+02	9.3527e-01	7.8267e-06	1368	22	1.3507e-06	340	2.8238e+01	1.0541e-12	7.2178e-01	2.7822e-01	7.7909e-01	8.1200e-01	1.0790e+00	8.5800e-01	1.0210e+00	5.5600e-01	1.1120e+00		6.1137e-01	4.4981e-01	1.0878e+00	11971	6	3	48	3.9136e-04	4.3753e-05	125651	97	0	125748	3.8577e-04	1.8713e-02	1.8540e-04	3.7598e-04	0.0000e+00	4.8936e-04	0.0000e+00	4.4290e-04	3.2870e-04	6.8613e-04	1.8456e-04	3.7588e-04	0.0000e+00	4.8941e-04	0.0000e+00	4.3079e-04	3.2579e-04	6.8615e-04	protein_coding	ENSG00000243710	2	2094	10	protein_coding	82210	8.5828e-09	15	1.9735e+01	7.6005e-01	NA	1	43637820	43720029
AP3M2	ENST00000518421	181	2.4183e+02	7.4847e-01	1.3152e-05	2759	60	8.5811e+01	6.9921e-01	962	92	8.7761e+01	1.0483e+00	4.6576e-06	829	13	1.0226e-06	212	1.8588e+01	1.9720e-07	3.1115e-01	6.8885e-01	6.9938e-01	8.8500e-01	1.2470e+00	6.6200e-01	8.4700e-01	4.5400e-01	1.1120e+00		-3.5568e-01	1.3900e+00	1.2010e+00	11972	6	3	32	2.4369e-04	4.4072e-05	125687	61	0	125748	2.4258e-04	7.3995e-03	6.1531e-05	4.0515e-04	8.9345e-04	4.3492e-04	0.0000e+00	1.9431e-04	0.0000e+00	2.3261e-04	6.1518e-05	4.0480e-04	8.9326e-04	4.3502e-04	0.0000e+00	1.9339e-04	0.0000e+00	2.2866e-04	protein_coding	ENSG00000070718	2	1254	8	protein_coding	18728	4.4000e-05	9	1.4564e+01	6.1795e-01	NA	8	42010464	42029191
TRPM2	ENST00000397928	988	9.5882e+02	1.0304e+00	6.4590e-05	9817	310	2.9915e+02	1.0363e+00	3043	516	4.2917e+02	1.2023e+00	3.2572e-05	2943	70	3.6950e-06	827	7.6810e+01	8.9633e-44	9.9999e-01	7.2730e-06	9.1133e-01	1.1180e+00	1.2930e+00	9.7700e-01	1.0860e+00	7.5100e-01	1.1120e+00		-3.2947e+00	-3.3493e-01	7.2008e-01	11973	6	3	112	3.2473e-03	9.9849e-04	124953	792	3	125748	3.1661e-03	1.2605e+00	1.9238e-03	4.2477e-03	1.1337e-02	1.4622e-03	5.6181e-04	2.9371e-03	4.3417e-03	4.0258e-03	1.8472e-03	4.2005e-03	1.1073e-02	1.4145e-03	5.5448e-04	2.8695e-03	4.2435e-03	3.8944e-03	protein_coding	ENSG00000142185	2	4509	32	protein_coding	92919	3.3653e-25	43	5.1924e+01	8.2813e-01	NA	21	45770046	45862964
LRRC70	ENST00000334994	176	2.9869e+02	5.8924e-01	1.4438e-05	4049	27	5.7602e+01	4.6873e-01	916	86	1.1282e+02	7.6231e-01	5.3379e-06	1249	13	1.0806e-06	270	1.8588e+01	1.9724e-07	3.1110e-01	6.8890e-01	6.9937e-01	6.3900e-01	9.1200e-01	5.2000e-01	6.6800e-01	4.5400e-01	1.1120e+00		1.9846e+00	2.5227e+00	1.2011e+00	11974	6	3	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000186105	2	1866	1	protein_coding	2714	NA	NA	NA	NA	NA	5	61874562	61877275
