gene_name	ihs
RP11-267A15.3	2.518
RP11-267C16.1	2.948
RP11-267C16.2	1.105
RP11-267D19.1	2.825
RP11-267D19.2	3.856
RP11-267J23.1	0.159
RP11-267L5.1	1.968
RP11-267M23.3	1.213
RP11-267M23.4	2.287
RP11-267M23.5	1.662
RP11-267M23.6	1.392
RP11-267M23.7	2.225
RP11-267N12.1	3.515
RP11-267N12.2	1.956
RP11-267N12.3	2.754
RP11-268E23.2	1.122
RP11-268F1.3	1.801
RP11-268G12.1	3.071
RP11-268G12.2	0.253
RP11-268G12.3	2.957
RP11-268G13.1	2.547
RP11-268I9.1	
RP11-268I9.3	2.099
RP11-268I9.4	2.853
RP11-268J15.5	2.03
RP11-268P4.2	1.053
RP11-268P4.4	0.695
RP11-268P4.5	0.751
RP11-269C4.1	0.12
RP11-269C4.2	1.629
RP11-269F19.2	1.118
RP11-269F20.1	2.09
RP11-269F21.1	4.62
RP11-269F21.2	1.725
RP11-269F21.3	1.87
RP11-269G24.2	0.337
RP11-269G24.3	1.925
RP11-269G24.4	0.433
RP11-269G24.6	1.455
RP11-269G24.7	
RP11-269G24.8	
RP11-269M20.1	1.346
RP11-269M20.2	2.112
RP11-269M20.3	2.215
RP11-26C10.1	1.991
RP11-26E5.1	1.146
RP11-26H16.1	-0.37
RP11-26J3.1	1.91
RP11-26J3.3	0.877
RP11-26L16.1	3.06
RP11-26L20.3	2.56
RP11-26L20.4	0.405
RP11-26M5.2	2.07
RP11-26M5.3	1.6
RP11-26N15.2	1.041
RP11-26O3.1	2.904
RP11-26P13.2	0.636
RP11-270B14.1	6.142
RP11-270C12.3	2.847
RP11-270F18.2	0.855
RP11-270L13.1	4.741
RP11-270M14.1	0.54
RP11-270M14.4	1.875
RP11-270M14.5	
RP11-271F18.1	1.808
RP11-271F18.4	4.761
RP11-271K11.5	3.698
RP11-271K21.11	0.743
RP11-271M24.2	1.167
RP11-271O3.1	1.759
RP11-272B17.1	3.715
RP11-272B17.2	1.639
RP11-272D12.1	2.166
RP11-272D20.2	1.131
RP11-272G22.1	2.075
RP11-272G22.2	1.091
RP11-272G22.3	1.091
RP11-272J7.4	1.204
RP11-272J7.6	2.309
RP11-272K23.3	1.584
RP11-272K23.4	1.127
RP11-272L13.2	
RP11-272L13.3	1.725
RP11-272L13.4	0.75
RP11-272P10.2	0.089
RP11-272P10.3	3.789
RP11-273B19.1	2.124
RP11-273B19.2	2.314
RP11-273B20.1	-0.913
RP11-273B20.3	1.894
RP11-273P3.1	-0.801
RP11-274B18.2	0.275
RP11-274B18.3	1.305
RP11-274B18.4	1.521
RP11-274B21.1	3.804
RP11-274B21.10	3.341
RP11-274B21.2	3.34
RP11-274B21.3	2.647
RP11-274B21.4	
RP11-274B21.5	2.725
RP11-274B21.7	2.06
RP11-274B21.8	-0.465
RP11-274B21.9	-0.381
RP11-274E7.1	1.257
RP11-274E7.2	1.985
RP11-274H2.2	1.452
RP11-274H2.3	-0.027
RP11-274H2.5	1.544
RP11-274H24.1	2.437
RP11-274J15.2	1.492
RP11-274J16.5	2.532
RP11-274J2.1	0.163
RP11-274J7.2	0.85
RP11-274J7.3	1.229
RP11-274K13.5	1.546
RP11-274M17.1	0.24
RP11-274M17.2	-0.2
RP11-274M17.3	1.342
RP11-274M4.1	3.15
RP11-275F13.1	1.79
RP11-275F13.3	-0.136
RP11-275H4.1	1.264
RP11-275I14.2	1.742
RP11-275I14.4	1.633
RP11-275I4.1	1.961
RP11-275I4.2	2.557
RP11-275N1.1	2.207
RP11-275O18.1	2.83
RP11-275O4.3	0.994
RP11-275O4.4	1.636
RP11-276E15.4	2.37
RP11-276E17.2	1.842
RP11-276H1.2	0.129
RP11-276H1.3	1.073
RP11-276H19.1	2.083
RP11-276H19.2	2.121
RP11-276H19.4	1.981
RP11-276H7.2	0.585
RP11-276H7.3	2.044
RP11-276M12.1	1.817
RP11-277A4.4	3.053
RP11-277B15.1	3.46
RP11-277B15.2	3.14
RP11-277B15.3	0.812
RP11-277E18.2	-1.587
RP11-277I20.2	0.885
RP11-277I20.3	0.563
RP11-277J24.1	0.73
RP11-277J6.2	0.516
RP11-277J6.3	2.632
RP11-277K23.1	2.172
RP11-277P12.10	1.988
RP11-277P12.20	1.588
RP11-277P12.9	1.598
RP11-278A23.2	1.621
RP11-278C7.1	1.258
RP11-278C7.2	1.473
RP11-278H7.1	3.087
RP11-278H7.3	4.764
RP11-278H7.4	1.637
RP11-278I4.1	1.658
RP11-278I4.2	1.976
RP11-278J20.2	2.797
RP11-278L15.2	0.435
RP11-278L15.3	3.087
RP11-278L15.4	2.33
RP11-278L15.6	1.322
RP11-279E1.1	2.737
RP11-279F6.1	3.587
RP11-279F6.2	0.883
RP11-279F6.3	3.04
RP11-279L11.1	0.762
RP11-279N8.1	3.257
RP11-279O17.1	2.366
RP11-279O17.2	2.88
RP11-279O17.3	2.578
RP11-279O9.4	2.765
RP11-27G13.1	0.315
RP11-27G13.3	0.462
RP11-27G13.4	-1.305
RP11-27G13.5	4.651
RP11-27G22.1	5.689
RP11-27G24.1	1.939
RP11-27G24.3	2.429
RP11-27I1.4	4.941
RP11-27I1.6	1.741
RP11-27K13.3	2.352
RP11-27M24.1	2.392
RP11-27M24.2	0.951
RP11-27M24.3	2.697
RP11-27M5.1	-0.141
RP11-27M9.1	2.054
RP11-27N21.3	1.149
RP11-27P7.1	4.668
RP11-280G9.1	1.381
RP11-280H21.1	2.429
RP11-280K24.1	2.4
RP11-280K24.4	2.469
RP11-280K24.6	1.041
RP11-280O1.2	3.164
RP11-280O24.1	2.563
RP11-280O24.3	-0.264
RP11-281A20.1	2.342
RP11-281A20.2	1.7
RP11-281B1.2	-1.109
RP11-281H11.1	5.892
RP11-281J9.1	1.056
RP11-281J9.2	2.308
RP11-281N10.1	1.562
RP11-281O15.2	2.036
RP11-281O15.4	2.75
RP11-281O15.5	2.756
RP11-281O15.7	0.657
RP11-281P11.1	4.64
RP11-281P23.1	2.831
RP11-281P23.2	4.914
RP11-282C5.1	3.849
RP11-282I1.1	2.989
RP11-282I1.2	2.758
RP11-282K24.1	3.335
RP11-282K24.2	2.35
RP11-282K24.3	1.61
RP11-282M16.1	1.067
RP11-282O18.3	1.503
RP11-282O18.6	1.331
RP11-282O18.7	0.39
RP11-283C24.1	0.576
RP11-283C24.2	1.313
RP11-283G6.3	0.885
RP11-283G6.4	2.6
RP11-283G6.5	2.6
RP11-283I3.1	0.92
RP11-283I3.2	1.396
RP11-283I3.4	1.955
RP11-283I3.6	2.446
RP11-284A20.1	1.898
RP11-284A20.2	2.558
RP11-284A20.3	1.095
RP11-284B18.3	
RP11-284F21.10	0.413
RP11-284F21.11	0.785
RP11-284F21.7	1.085
RP11-284F21.8	1.832
RP11-284F21.9	1.87
RP11-284G10.1	4.139
RP11-284H18.1	1.732
RP11-284H19.1	2.755
RP11-284J1.1	2.709
RP11-284L19.1	0.969
RP11-284M14.1	2.419
RP11-284N8.3	1.512
RP11-284P20.3	2.654
RP11-285A1.1	1.203
RP11-285A15.1	2.005
RP11-285A18.2	1.938
RP11-285B24.1	4.585
RP11-285C1.2	2.572
RP11-285E9.5	1.201
RP11-285E9.6	2.055
RP11-285F16.1	1.744
RP11-285F7.2	1.847
RP11-285G1.14	-1.239
RP11-285G1.2	1.575
RP11-285G1.9	1.108
RP11-285J16.1	
RP11-286B14.1	3.603
RP11-286B14.2	0.813
RP11-286B5.1	0.7
RP11-286E11.1	2.328
RP11-286E11.2	1.803
RP11-286H14.1	1.902
RP11-286H14.2	2.321
RP11-286H14.3	1.79
RP11-286H14.4	1.849
RP11-286H14.6	1.882
RP11-286H14.8	1.441
RP11-286M16.1	3.381
RP11-286N22.10	2.159
RP11-286N22.8	1.461
RP11-286N3.1	2.002
RP11-286N3.2	1.061
RP11-286O18.1	0.456
RP11-287D1.3	2.487
RP11-287F9.1	2.754
RP11-287F9.2	5.08
RP11-287J9.1	-1.027
RP11-288C17.1	
RP11-288C17.3	0.69
RP11-288D15.1	2.251
RP11-288E14.2	
RP11-288G11.3	1.178
RP11-288G3.3	1.754
RP11-288G3.4	8.034
RP11-288H12.3	0.137
RP11-288H12.4	0.555
RP11-288I21.1	2.355
RP11-288K12.1	2.969
RP11-288L9.1	2.314
RP11-288L9.4	1.927
RP11-289A15.1	0.774
RP11-289F5.1	3.247
RP11-289I10.2	
RP11-289K10.1	2.965
RP11-28F1.2	1.994
RP11-28G8.1	0.37
RP11-28H5.2	0.628
RP11-28O3.1	
RP11-28O3.2	1.048
RP11-28P17.3	-1.491
RP11-290C10.1	0.957
RP11-290F20.1	2.236
RP11-290F20.2	2.236
RP11-290F20.3	1.565
RP11-290F24.3	
RP11-290F24.6	
RP11-290F5.1	2.311
RP11-290F5.2	2.266
RP11-290H9.4	1.722
RP11-290K4.1	1.555
RP11-290K4.2	2.146
RP11-290L1.2	-0.545
RP11-290L1.3	
RP11-290L1.4	1.748
RP11-290L1.5	1.457
RP11-290L1.6	-0.132
RP11-290L1.7	0.589
RP11-290L7.3	
RP11-290M5.2	2.052
RP11-290M5.4	0.391
RP11-290O12.1	-0.571
RP11-290P14.2	1.081
RP11-291B21.2	1.082
RP11-291C6.1	2.593
RP11-291H24.1	1.824
RP11-291J9.1	1.688
RP11-291J9.2	6.078
RP11-291L19.1	0.097
RP11-291L22.4	
RP11-292B1.2	3.25
RP11-292B8.1	
RP11-292D4.1	1.643
RP11-292D4.2	1.321
RP11-292D4.3	3.191
RP11-292E2.1	2.504
RP11-292E2.2	1.892
RP11-292E2.4	1.784
RP11-292F9.1	
RP11-292I17.1	3.723
RP11-293A10.3	0.27
RP11-293A21.1	-0.114
RP11-293A21.2	-0.316
RP11-293B20.2	
RP11-293D9.2	2.781
RP11-293E1.1	1.416
RP11-293E1.2	1.084
RP11-293G6__A.2	1.544
RP11-293G6__A.3	
RP11-293G6__B.2	2.49
RP11-293G6__B.4	0.692
RP11-293G6__B.8	-0.374
RP11-293I14.2	2.553
RP11-293K19.1	
RP11-293M10.1	2.01
RP11-293M10.2	1.612
RP11-293M10.4	2.313
RP11-293M10.5	4.08
RP11-293M10.6	2.602
RP11-293N14.1	4.141
RP11-293P20.2	2.322
RP11-293P20.4	2.322
RP11-294J22.5	2.246
RP11-294J22.6	-0.147
RP11-294L11.1	1.868
RP11-294L13.1	1.442
RP11-294O2.1	4.111
RP11-294O2.2	7.649
RP11-295B17.6	0.638
RP11-295D22.1	3.901
RP11-295D4.1	1.091
RP11-295G12.1	3.152
RP11-295G20.2	0.719
RP11-295G24.4	1.764
RP11-295G24.5	
RP11-295H24.3	-0.149
RP11-295J3.3	
RP11-295M18.2	0.296
RP11-295M18.6	0.431
RP11-295M3.2	-0.12
RP11-295P9.12	
RP11-295P9.2	-0.469
RP11-295P9.3	3.674
RP11-295P9.6	0.827
RP11-295P9.8	1.713
RP11-296A16.1	2.426
RP11-296A18.3	0.746
RP11-296A18.5	0.452
RP11-296A18.6	-0.218
RP11-296C13.1	5.444
RP11-296E23.1	1.651
RP11-296E23.2	
RP11-296I10.3	2.924
RP11-296K13.4	1.627
RP11-296L20.1	3.317
RP11-296L22.7	1.777
RP11-296L22.8	1.042
RP11-296O14.1	1.764
RP11-296O14.2	1.724
RP11-296O14.3	1.384
RP11-296P7.4	0.547
RP11-297A16.2	3.149
RP11-297B17.2	2.282
RP11-297B17.3	0.874
RP11-297C4.1	-0.779
RP11-297C4.2	1.3
RP11-297C4.3	
RP11-297D21.2	
RP11-297D21.4	1.398
RP11-297H3.3	2.271
RP11-297H3.4	1.476
RP11-297J22.1	0.47
RP11-297K7.1	
RP11-297K8.2	2.542
RP11-297L17.2	1.241
RP11-297L17.3	
RP11-297L17.4	1.619
RP11-297L17.6	2.125
RP11-297L6.1	
RP11-297M9.1	5.298
RP11-297M9.2	2.262
RP11-297N6.4	1.763
RP11-297P16.3	5.612
RP11-297P16.4	0.508
RP11-298A8.2	2.791
RP11-298C3.2	2.577
RP11-298D21.1	2.702
RP11-298D21.2	1.741
RP11-298D21.3	2.65
RP11-298E10.1	4.992
RP11-298E2.2	1.234
RP11-298E9.5	1.527
RP11-298E9.6	2.304
RP11-298H24.1	5.595
RP11-298I3.1	2.042
RP11-298I3.4	1.33
RP11-298I3.5	1.742
RP11-298J20.4	1.638
RP11-298J23.5	1.154
RP11-298J23.8	1.004
RP11-298O21.2	1.31
RP11-298O21.3	0.685
RP11-298O21.5	1.638
RP11-298O21.6	1.541
RP11-298O21.7	0.068
RP11-298P3.4	1.326
RP11-298P6.2	-0.146
RP11-298P6.5	-0.146
RP11-299A16.1	
RP11-299D14.2	1.975
RP11-299G20.2	1.417
RP11-299G20.3	0.944
RP11-299H21.1	0.202
RP11-299H22.1	1.685
RP11-299H22.5	0.051
RP11-299H22.7	1.561
RP11-299J3.6	
RP11-299J3.8	1.587
RP11-299L17.1	0.637
RP11-299L17.3	2.683
RP11-299L17.4	0.657
RP11-299M14.2	
RP11-29B11.5	
RP11-29B2.5	1.275
RP11-29B9.1	2.908
RP11-29B9.2	3.78
RP11-29G8.3	2.537
RP11-29H23.7	1.891
RP11-29O13.1	-0.417
RP11-29O6.2	
RP11-29P20.1	0.691
RP11-2A1.1	1.337
RP11-2A4.3	0.887
RP11-2A4.4	2.261
RP11-2B6.2	0.251
RP11-2B6.3	2.114
RP11-2C15.1	2.202
RP11-2C24.4	2.298
RP11-2C24.5	0.881
RP11-2C24.6	-0.046
RP11-2C7.1	2.32
RP11-2E11.10	
RP11-2E11.5	
RP11-2E11.9	
RP11-2E17.1	2.451
RP11-2E17.2	0.045
RP11-2F20.1	4.394
RP11-2G1.1	1.693
RP11-2G1.2	0.786
RP11-2G1.3	2.609
RP11-2G17.1	1.726
RP11-2H3.2	1.507
RP11-2H3.6	1.479
RP11-2H8.2	3.284
RP11-2H8.3	2.119
RP11-2I17.1	
RP11-2I17.4	1.19
RP11-2J18.1	-1.906
RP11-2K6.2	0.536
RP11-2L13.1	1.638
RP11-2L4.1	2.057
RP11-2L8.1	2.513
RP11-2L8.2	2.595
RP11-2N1.1	1.245
RP11-2N1.2	1.651
RP11-2N5.1	2.302
RP11-2N5.2	1.412
RP11-2O17.2	1.823
RP11-2P2.1	2.607
RP11-300A12.2	2.322
RP11-300E4.2	2.135
RP11-300G22.2	0.218
RP11-300I6.5	5.677
RP11-300J18.1	1.766
RP11-300J18.2	1.627
RP11-300J18.3	1.812
RP11-300M24.1	2.861
RP11-300M6.1	1.914
RP11-301A5.2	-1.885
RP11-301G19.1	2.904
RP11-301G19.2	2.455
RP11-301G21.1	2.434
RP11-301G23.1	1.243
RP11-301G7.1	1.524
RP11-301H24.3	1.119
RP11-301H24.4	1.723
RP11-301L8.2	1.048
RP11-301N24.3	2.655
RP11-301O19.1	1.683
RP11-302B13.1	1.491
RP11-302B13.5	2.254
RP11-302F12.1	1.785
RP11-302F12.10	3.389
RP11-302F12.2	2.149
RP11-302F12.3	2.222
RP11-302F12.4	4.147
RP11-302F12.5	2.278
RP11-302F12.7	0.662
RP11-302I18.1	1.354
RP11-302I18.3	1.466
RP11-302J23.1	2.878
RP11-302K17.3	1.079
RP11-302K17.4	1.146
RP11-302L19.1	2.325
RP11-302L19.3	2.069
RP11-302M6.4	6.07
RP11-302M6.5	1.617
RP11-303E16.2	1.75
RP11-303E16.3	2.887
RP11-303E16.5	0.474
RP11-303E16.6	1.257
RP11-303E16.7	0.322
RP11-303E16.8	1.975
RP11-304C12.3	
RP11-304C12.4	1.373
RP11-304C16.2	2.081
RP11-304C16.3	2.8
RP11-304F15.3	6.168
RP11-304F15.4	2.784
RP11-304F15.5	2.004
RP11-304F15.6	2.492
RP11-304F15.7	2.785
RP11-304L19.1	2.361
RP11-304L19.11	0.417
RP11-304L19.12	1.577
RP11-304L19.3	1.255
RP11-304L19.5	1.752
RP11-304L19.8	-0.059
RP11-304M2.5	0.852
RP11-305A4.3	2.679
RP11-305B6.1	-1.075
RP11-305B6.2	
RP11-305B6.3	3.619
RP11-305E17.4	
RP11-305E17.6	2.006
RP11-305E17.7	-1.38
RP11-305E6.4	1.639
RP11-305F18.1	5.139
RP11-305F5.2	1.174
RP11-305K5.1	-0.66
RP11-305L7.1	2.205
RP11-305L7.3	2.226
RP11-305L7.6	2.226
RP11-305L7.7	1.826
RP11-305O4.1	1.093
RP11-305O4.2	0.741
RP11-305O4.3	
RP11-305O6.3	0.677
RP11-305P14.1	3.336
RP11-305P22.9	2.6
RP11-306G20.1	2.042
RP11-306I1.1	1.69
RP11-306I1.2	3.652
RP11-306K13.1	-0.118
RP11-307A17.2	2.03
RP11-307B6.3	0.833
RP11-307C12.11	
RP11-307C12.12	0.879
RP11-307C12.13	0.453
RP11-307C18.1	3.875
RP11-307C19.1	1.274
RP11-307C19.2	1.74
RP11-307C19.3	0.844
RP11-307F22.2	0.773
RP11-307I14.2	1.72
RP11-307I14.3	0.896
RP11-307I14.4	1.635
RP11-307L14.1	0.832
RP11-307L14.2	1.134
RP11-307L3.2	3.287
RP11-307L3.4	2.942
RP11-307N16.6	4.717
RP11-307O1.1	5.026
RP11-307O10.1	4.036
RP11-307O13.1	2.037
RP11-307P22.1	0.148
RP11-307P5.1	4.048
RP11-307P5.2	-0.37
RP11-308B16.2	1.765
RP11-308B5.2	0.127
RP11-308D13.3	4.337
RP11-308D16.2	1.081
RP11-308D16.4	1.081
RP11-308K19.2	0.913
RP11-308K2.1	2.972
RP11-308N19.1	3.515
RP11-308N19.3	0.921
RP11-308N19.4	4.256
RP11-308N19.5	1.756
RP11-309E23.2	2.205
RP11-309G3.3	3.049
RP11-309H21.2	3.436
RP11-309H21.3	1.185
RP11-309H21.4	2.129
RP11-309I15.1	1.861
RP11-309L24.2	2.734
RP11-309L24.4	2.256
RP11-309L24.6	2.037
RP11-309L24.9	1.416
RP11-309M7.1	4.877
RP11-309N17.4	3.565
RP11-309N24.1	2.774
RP11-309P22.1	4.19
RP11-30B1.1	1.204
RP11-30G8.1	2.047
RP11-30G8.2	2.756
RP11-30H9.1	
RP11-30J20.1	2.414
RP11-30K9.1	
RP11-30K9.4	1.782
RP11-30K9.5	1.458
RP11-30K9.6	2.044
RP11-30K9.7	2.361
RP11-30L15.4	0.309
RP11-30L15.6	0.85
RP11-30L3.2	0.239
RP11-30L8.1	3.179
RP11-30M20.1	1.114
RP11-30O15.1	1.828
RP11-30P21.2	2.041
RP11-30P6.1	1.834
RP11-30P6.3	0.736
RP11-30P6.6	1.822
RP11-310A13.2	1.89
RP11-310E22.4	1.445
RP11-310E22.5	1.693
RP11-310H4.1	1.88
RP11-310H4.2	1.663
RP11-310H4.3	1.449
RP11-310I24.1	1.4
RP11-310I9.1	2.978
RP11-310J24.3	1.318
RP11-310P5.1	2.624
RP11-310P5.2	1.216
RP11-311B14.1	0.779
RP11-311C24.1	0.728
RP11-311D14.1	0.827
RP11-311F12.1	1.428
RP11-311F12.2	1.45
RP11-311H10.4	2.247
RP11-311H10.7	1.047
RP11-311P8.2	0.917
RP11-312A15.1	
RP11-312A15.3	2.373
RP11-312B18.1	2.14
RP11-312B8.1	0.803
RP11-312B8.2	-0.225
RP11-312J18.3	
RP11-312J18.5	1.417
RP11-312J18.6	1.949
RP11-312O7.2	
RP11-312P12.3	-1.282
RP11-312P21.2	1.727
RP11-313A24.1	1.367
RP11-313C15.1	1.01
RP11-313C4.1	4.223
RP11-313D6.3	3.289
RP11-313E19.1	2.095
RP11-313E19.2	1.876
RP11-313E4.1	1.175
RP11-313F23.3	1.001
RP11-313F23.4	0.031
RP11-313H3.1	
RP11-313I2.10	2.926
RP11-313I2.7	2.641
RP11-313M3.1	4.218
RP11-313P13.3	2.11
RP11-313P13.5	
RP11-313P18.1	0.525
RP11-313P18.2	0.742
RP11-313P22.1	
RP11-314A20.1	1.163
RP11-314A20.2	1.306
RP11-314A20.5	-0.825
RP11-314A5.3	2.292
RP11-314B1.2	2.67
RP11-314C16.1	3.243
RP11-314C9.2	1.092
RP11-314D7.1	1.612
RP11-314D7.2	3.458
RP11-314D7.3	1.045
RP11-314M24.1	4.393
RP11-314N13.3	0.26
RP11-314N14.1	3.729
RP11-314N2.2	3.05
RP11-314O13.1	3.955
RP11-314P15.2	6.255
RP11-315A16.1	1.439
RP11-315A17.1	4.742
RP11-315D13.1	-0.205
RP11-315D16.2	1.788
RP11-315D16.4	1.426
RP11-315E17.1	3.204
RP11-315F22.1	2.403
RP11-315I14.2	2.083
RP11-315I14.5	1.65
RP11-315I20.1	
RP11-315I20.3	
RP11-315J22.5	1.428
RP11-315L6.1	2.63
RP11-315O6.1	1.598
RP11-315O6.2	2.957
RP11-315O8.1	1.81
RP11-316A16.1	3.326
RP11-316E14.2	3.314
RP11-316E14.6	0.875
RP11-316I3.1	2.032
RP11-316I3.2	6.018
RP11-316J7.4	
RP11-316K19.3	
RP11-316M1.12	-0.362
RP11-316M1.3	0.816
RP11-316M20.1	6.369
RP11-316M21.6	0.722
RP11-316M21.7	0.74
RP11-316M21.9	1.558
RP11-316O14.1	
RP11-316P17.2	2.57
RP11-317B17.3	2.643
RP11-317B3.2	1.608
RP11-317B7.2	0.348
RP11-317B7.3	1.717
RP11-317F20.2	1.365
RP11-317G22.2	4.539
RP11-317G6.1	1.138
RP11-317J10.2	1.977
RP11-317J10.4	
RP11-317J19.1	2.76
RP11-317L10.1	1.462
RP11-317M11.1	2.855
RP11-317M22.1	1.974
RP11-317N12.1	2.226
RP11-317N6.1	
RP11-317N8.3	-0.655
RP11-317N8.4	
RP11-317N8.5	2.086
RP11-317O24.1	1.702
RP11-317O24.2	1.799
RP11-317O24.3	4.933
RP11-317P15.3	1.543
RP11-317P15.4	2.045
RP11-317P15.5	2.039
RP11-317P15.6	0.773
RP11-318A15.2	1.782
RP11-318A15.7	0.94
RP11-318C2.1	4.589
RP11-318C24.1	2.205
RP11-318C24.2	1.248
RP11-318C4.2	3.455
RP11-318E3.4	-1.52
RP11-318E3.9	
RP11-318G21.4	1.779
RP11-318G8.1	1.76
RP11-318G8.2	0.639
RP11-318I4.1	2.495
RP11-318I4.2	2.706
RP11-318K15.2	0.873
RP11-318L16.6	0.93
RP11-318M2.2	3.538
RP11-318M2.3	-0.369
RP11-319C21.1	2.434
RP11-319E12.1	1.783
RP11-319E12.2	2.352
RP11-319E16.1	2.44
RP11-319E16.2	1.173
RP11-319F12.2	2.086
RP11-319G6.1	2.236
RP11-319G9.3	1.446
RP11-319G9.5	2.416
RP11-31A20.1	3.137
RP11-31E13.2	3.415
RP11-31F15.1	1.512
RP11-31F15.2	1.327
RP11-31F19.1	1.126
RP11-31H15.2	2.034
RP11-31H5.1	
RP11-31I22.1	1.225
RP11-31I22.2	1.267
RP11-31I22.3	3.898
RP11-31I22.4	1.067
RP11-31K23.1	4.526
RP11-31K23.2	1.796
RP11-31L22.3	0.741
RP11-31L23.3	1.753
RP11-320A16.1	1.78
RP11-320G24.1	2.744
RP11-320H14.1	4.945
RP11-320J16.1	2.355
RP11-320L11.2	1.625
RP11-320M16.2	2.831
RP11-320M2.1	1.648
RP11-320N21.2	1.776
RP11-320N7.1	1.373
RP11-320N7.2	4.774
RP11-320P7.1	0.108
RP11-320P7.2	0.992
RP11-321A17.3	
RP11-321A17.4	2.55
RP11-321A17.5	
RP11-321C24.1	3.358
RP11-321E2.3	5.626
RP11-321E2.4	1.561
RP11-321E8.1	2.798
RP11-321E8.4	1.789
RP11-321F6.1	2.072
RP11-321F8.4	-0.488
RP11-321G12.1	2.562
RP11-321L2.1	1.819
RP11-321L2.2	5.437
RP11-321M21.1	5.063
RP11-321M21.3	2.002
RP11-321N4.5	2.277
RP11-322A17.1	1.084
RP11-322D14.1	-0.193
RP11-322D14.2	1.227
RP11-322E11.1	2.117
RP11-322E11.5	1.752
RP11-322E11.6	1.32
RP11-322F10.2	
RP11-322I2.1	4.228
RP11-322J23.1	3.019
RP11-322L17.1	-0.842
RP11-322L20.1	2.67
RP11-322N21.2	0.21
RP11-323A7.1	4.563
RP11-323C15.1	2.675
RP11-323C15.2	-1.019
RP11-323D18.5	2.16
RP11-323H21.3	2.219
RP11-323I1.1	5.45
RP11-323I14__A.1	
RP11-323I15.2	1.823
RP11-323I15.3	1.947
RP11-323I15.5	1.924
RP11-323J4.1	2.918
RP11-323K10.1	3.662
RP11-323N12.5	
RP11-324C10.1	3.156
RP11-324D17.1	1.438
RP11-324D17.2	1.978
RP11-324E6.4	1.002
RP11-324E6.6	2.776
RP11-324E6.8	
RP11-324E6.9	
RP11-324F11.1	3.406
RP11-324F21.1	
RP11-324H6.5	
RP11-324H7.1	2.762
RP11-324I22.2	2.465
RP11-324I22.3	
RP11-324I22.4	1.064
RP11-324J13.1	2.286
RP11-324J13.2	3.173
RP11-324J3.1	2.731
RP11-324L17.1	2.542
RP11-324L3.1	1.484
RP11-324L3.5	0.835
RP11-324O2.3	0.684
RP11-324O2.6	0.839
RP11-324P9.1	2.551
RP11-325B23.2	5.356
RP11-325D15.2	2.424
RP11-325D8.1	2.244
RP11-325E14.2	1.459
RP11-325E14.5	
RP11-325E5.1	2.675
RP11-325E5.4	1.011
RP11-325F22.2	4.679
RP11-325F22.5	1.049
RP11-325I22.1	0.742
RP11-325I22.2	2.361
RP11-325K19.1	2.877
RP11-325K19.2	3.517
RP11-325K19.3	2.626
RP11-325K19.6	2.144
RP11-325K4.2	0.253
RP11-325K4.3	0.253
RP11-325L12.3	
RP11-325L12.5	
RP11-325L7.1	-0.358
RP11-325L7.2	-0.825
RP11-325M4.2	3.122
RP11-325N19.3	1.988
RP11-325O24.1	1.117
RP11-325O24.2	1.173
RP11-325O24.5	-0.447
RP11-325P15.2	
RP11-326A13.1	2.095
RP11-326A13.3	2.991
RP11-326A19.2	2.07
RP11-326A19.3	0.327
RP11-326A19.4	2.707
RP11-326A19.5	0.01
RP11-326C3.11	4.496
RP11-326C3.12	2.818
RP11-326C3.13	3.803
RP11-326C3.14	2.668
RP11-326C3.15	2.856
RP11-326C3.2	0.426
RP11-326C3.4	1.849
RP11-326C3.7	
RP11-326E22.1	5.32
RP11-326E7.1	3.229
RP11-326F20.5	1.461
RP11-326G21.1	
RP11-326I11.1	
RP11-326I11.3	2.098
RP11-326I11.4	1.638
RP11-326I11.5	0.683
RP11-326I19.3	2.881
RP11-326J18.1	2.266
RP11-326K13.2	1.821
RP11-326K13.4	0.345
RP11-326L17.1	-1.992
RP11-326L2.1	2.585
RP11-326N17.1	1.902
RP11-327F22.1	0.829
RP11-327F22.2	0.81
RP11-327F22.4	1.868
RP11-327F22.5	2.891
RP11-327F22.6	
RP11-327I22.4	
RP11-327I22.5	
RP11-327I22.6	
RP11-327J17.1	0.793
RP11-327J17.2	0.451
RP11-327L3.3	0.75
RP11-327O17.2	1.299
RP11-327P2.5	3.031
RP11-328C8.2	0.442
RP11-328C8.4	1.331
RP11-328C8.5	1.608
RP11-328D5.1	1.449
RP11-328J14.1	2.822
RP11-328J14.2	2.073
RP11-328J2.1	3.338
RP11-328J6.1	4.418
RP11-328K15.1	2.6
RP11-328K2.1	-0.372
RP11-328K22.1	-0.035
RP11-328K4.1	4.758
RP11-328M4.2	3.393
RP11-328M4.3	2.664
RP11-328N19.1	3.872
RP11-329A14.2	1.359
RP11-329B9.1	2.011
RP11-329B9.3	2.849
RP11-329B9.4	1.568
RP11-329B9.5	1.085
RP11-329E24.6	1.565
RP11-329J18.2	
RP11-329J18.3	
RP11-329J18.4	
RP11-329N22.1	3.048
RP11-32B11.2	1.503
RP11-32B5.1	
RP11-32B5.4	
RP11-32B5.5	
RP11-32B5.7	
RP11-32D16.1	2.175
RP11-32D17.4	-1.399
RP11-32F11.2	5.476
RP11-32I2.1	0.459
RP11-32K4.1	4.673
RP11-32K4.3	0.705
